SPECIES_NR,LETTERCODE,SYNONYM,TurbovegCzechiaSlovakia,Kaplan,ExpertSystem,nonvascular
7731,PERTA;C,FALSE,Pertusaria albescens var. corallina,Pertusaria albescens var. corallina,Pertusaria albescens var. corallina,1
7729,PERTALB,FALSE,Pertusaria albescens,Pertusaria albescens,Pertusaria albescens,1
7732,PERTALP,FALSE,Pertusaria alpina,Pertusaria alpina,Pertusaria alpina,1
7733,PERTAMA,FALSE,Pertusaria amara,Pertusaria amara,Pertusaria amara,1
7734,PERTARE,FALSE,Pertusaria areolata,Pertusaria areolata,Pertusaria areolata,1
7735,PERTASP,FALSE,Pertusaria aspergilla,Pertusaria aspergilla,Pertusaria aspergilla,1
7736,PERTBRY,FALSE,Pertusaria bryontha,Pertusaria bryontha,Pertusaria bryontha,1
7737,PERTCAR,FALSE,Pertusaria carneopallida,Pertusaria carneopallida,Pertusaria carneopallida,1
7738,PERTCHI,FALSE,Pertusaria chiodectonoides,Pertusaria chiodectonoides,Pertusaria chiodectonoides,1
7739,PERTCHR,FALSE,Pertusaria christae,Pertusaria christae,Pertusaria christae,1
7740,PERTCOC,FALSE,Pertusaria coccodes,Pertusaria coccodes,Pertusaria coccodes,1
7744,PERTCOI,FALSE,Pertusaria coriacea,Pertusaria coriacea,Pertusaria coriacea,1
7741,PERTCOL,FALSE,Pertusaria colliculosa,Pertusaria colliculosa,Pertusaria colliculosa,1
7742,PERTCON,FALSE,Pertusaria constricta,Pertusaria constricta,Pertusaria constricta,1
7745,PERTCOO,FALSE,Pertusaria coronata,Pertusaria coronata,Pertusaria coronata,1
7743,PERTCOR,FALSE,Pertusaria corallina,Pertusaria corallina,Pertusaria corallina,1
7746,PERTDAC,FALSE,Pertusaria dactylina,Pertusaria dactylina,Pertusaria dactylina,1
7747,PERTDEA,FALSE,Pertusaria dealbescens,Pertusaria dealbescens,Pertusaria dealbescens,1
7748,PERTDEL,FALSE,Pertusaria delisei,Pertusaria delisei,Pertusaria delisei,1
7749,PERTEXC,FALSE,Pertusaria excludens,Pertusaria excludens,Pertusaria excludens,1
7751,PERTF;S,FALSE,Pertusaria flavicans var. schistosa,Pertusaria flavicans var. schistosa,Pertusaria flavicans var. schistosa,1
7750,PERTFLA,FALSE,Pertusaria flavicans,Pertusaria flavicans,Pertusaria flavicans,1
7752,PERTFLV,FALSE,Pertusaria flavida,Pertusaria flavida,Pertusaria flavida,1
7753,PERTGEM,FALSE,Pertusaria geminipara,Pertusaria geminipara,Pertusaria geminipara,1
7754,PERTGLO,FALSE,Pertusaria glomerata,Pertusaria glomerata,Pertusaria glomerata,1
7755,PERTHEM,FALSE,Pertusaria hemisphaerica,Pertusaria hemisphaerica,Pertusaria hemisphaerica,1
7756,PERTHYM,FALSE,Pertusaria hymenea,Pertusaria hymenea,Pertusaria hymenea,1
7757,PERTISI,FALSE,Pertusaria isidioides,Pertusaria isidioides,Pertusaria isidioides,1
7758,PERTLAC,FALSE,Pertusaria lactea,Pertusaria lactea,Pertusaria lactea,1
7759,PERTLAT,FALSE,Pertusaria lactea f. faginea,Pertusaria lactea f. faginea,Pertusaria lactea f. faginea,1
7760,PERTLEI,FALSE,Pertusaria leioplaca,Pertusaria leioplaca,Pertusaria leioplaca,1
7761,PERTLEU,FALSE,Pertusaria leucosora,Pertusaria leucosora,Pertusaria leucosora,1
7762,PERTMUL,FALSE,Pertusaria multipuncta,Pertusaria multipuncta,Pertusaria multipuncta,1
7763,PERTOBT,FALSE,Pertusaria obtecta,Pertusaria obtecta,Pertusaria obtecta,1
7764,PERTOCT,FALSE,Pertusaria octomela,Pertusaria octomela,Pertusaria octomela,1
7765,PERTOCU,FALSE,Pertusaria oculata,Pertusaria oculata,Pertusaria oculata,1
7766,PERTOPH,FALSE,Pertusaria ophthalmiza,Pertusaria ophthalmiza,Pertusaria ophthalmiza,1
7768,PERTP;R,FALSE,Pertusaria pertusa var. rupestris,Pertusaria pertusa var. rupestris,Pertusaria pertusa var. rupestris,1
7767,PERTPER,FALSE,Pertusaria pertusa,Pertusaria pertusa,Pertusaria pertusa,1
7769,PERTPSE,FALSE,Pertusaria pseudocorallina,Pertusaria pseudocorallina,Pertusaria pseudocorallina,1
7770,PERTPUP,FALSE,Pertusaria puppilaris,Pertusaria puppilaris,Pertusaria puppilaris,1
7771,PERTPUS,FALSE,Pertusaria pustulata,Pertusaria pustulata,Pertusaria pustulata,1
7772,PERTSCE,FALSE,Pertusaria scepusiensis,Pertusaria scepusiensis,Pertusaria scepusiensis,1
7773,PERTSOM,FALSE,Pertusaria sommerfeltii,Pertusaria sommerfeltii,Pertusaria sommerfeltii,1
7780,PERT-SP,FALSE,Pertusaria species,Pertusaria species,Pertusaria species,1
7774,PERTSTA,FALSE,Pertusaria stalactiza,Pertusaria stalactiza,Pertusaria stalactiza,1
7775,PERTTIR,FALSE,Pertusaria tiroliensis,Pertusaria tiroliensis,Pertusaria tiroliensis,1
7776,PERTTRA,FALSE,Pertusaria trachythallina,Pertusaria trachythallina,Pertusaria trachythallina,1
7777,PERTTUM,FALSE,Pertusaria tumidula,Pertusaria tumidula,Pertusaria tumidula,1
7778,PERTVEL,FALSE,Pertusaria velata,Pertusaria velata,Pertusaria velata,1
7779,PERTWAG,FALSE,Pertusaria waghornei,Pertusaria waghornei,Pertusaria waghornei,1
7781,PETARAL,FALSE,Petalophyllum ralfsii,Petalophyllum ralfsii,Petalophyllum ralfsii,1
7782,PETA-SP,FALSE,Petalophyllum species,Petalophyllum species,Petalophyllum species,1
7789,PETRCLA,FALSE,Petractis clausa,Petractis clausa,Petractis clausa,1
7790,PETRHYP,FALSE,Petractis hypoleuca,Petractis hypoleuca,Petractis hypoleuca,1
7791,PETR-SP,FALSE,Petractis species,Petractis species,Petractis species,1
7823,PHAAPOP,FALSE,Phaeocalicium populneum,Phaeocalicium populneum,Phaeocalicium populneum,1
7824,PHAAPRA,FALSE,Phaeocalicium praecedens,Phaeocalicium praecedens,Phaeocalicium praecedens,1
7825,PHAA-SP,FALSE,Phaeocalicium species,Phaeocalicium species,Phaeocalicium species,1
7864,PHAB-SP,FALSE,Phaeosporobolus species,Phaeosporobolus species,Phaeosporobolus species,1
7863,PHABUSN,FALSE,Phaeosporobolus usneae,Phaeosporobolus usneae,Phaeosporobolus usneae,1
7821,PHAECOM,FALSE,Phaecolicium compressulum,Phaecolicium compressulum,Phaecolicium compressulum,1
7822,PHAE-SP,FALSE,Phaecolicium species,Phaecolicium species,Phaecolicium species,1
7830,PHAGDEN,FALSE,Phaeographis dendritica,Phaeographis dendritica,Phaeographis dendritica,1
7831,PHAG-SP,FALSE,Phaeographis species,Phaeographis species,Phaeographis species,1
7854,PHAHNIM,FALSE,Phaeorrhiza nimbosa,Phaeorrhiza nimbosa,Phaeorrhiza nimbosa,1
7856,PHAHS;S,FALSE,Phaeorrhiza sareptana var. sphaerocarpa,Phaeorrhiza sareptana var. sphaerocarpa,Phaeorrhiza sareptana var. sphaerocarpa,1
7855,PHAHSAR,FALSE,Phaeorrhiza sareptana,Phaeorrhiza sareptana,Phaeorrhiza sareptana,1
7857,PHAH-SP,FALSE,Phaeorrhiza species,Phaeorrhiza species,Phaeorrhiza species,1
7872,PHAIBAD,FALSE,Pharcidia badiae,Pharcidia badiae,Pharcidia badiae,1
7873,PHAIEPH,FALSE,Pharcidia ephebes,Pharcidia ephebes,Pharcidia ephebes,1
7874,PHAILAC,FALSE,Pharcidia lacustris,Pharcidia lacustris,Pharcidia lacustris,1
7875,PHAIRIV,FALSE,Pharcidia rivulorum,Pharcidia rivulorum,Pharcidia rivulorum,1
7877,PHAI-SP,FALSE,Pharcidia species,Pharcidia species,Pharcidia species,1
7876,PHAIVER,FALSE,Pharcidia verrucariarum,Pharcidia verrucariarum,Pharcidia verrucariarum,1
7817,PHAOHUU,FALSE,Phacopsis huuskonenii,Phacopsis huuskonenii,Phacopsis huuskonenii,1
7818,PHAOOXY,FALSE,Phacopsis oxyspora,Phacopsis oxyspora,Phacopsis oxyspora,1
7820,PHAO-SP,FALSE,Phacopsis species,Phacopsis species,Phacopsis species,1
7819,PHAOVUL,FALSE,Phacopsis vulpina,Phacopsis vulpina,Phacopsis vulpina,1
7832,PHAPCER,FALSE,Phaeophyscia cernohorskyi,Phaeophyscia cernohorskyi,Phaeophyscia cernohorskyi,1
7833,PHAPCHL,FALSE,Phaeophyscia chloantha,Phaeophyscia chloantha,Phaeophyscia chloantha,1
7834,PHAPCIL,FALSE,Phaeophyscia ciliata,Phaeophyscia ciliata,Phaeophyscia ciliata,1
7835,PHAPCON,FALSE,Phaeophyscia constipata,Phaeophyscia constipata,Phaeophyscia constipata,1
7837,PHAPE;L,FALSE,Phaeophyscia endococcina var. lithotodes,Phaeophyscia endococcina var. lithotodes,Phaeophyscia endococcina var. lithotodes,1
7836,PHAPEND,FALSE,Phaeophyscia endococcina,Phaeophyscia endococcina,Phaeophyscia endococcina,1
7838,PHAPENO,FALSE,Phaeophyscia endophoenicea,Phaeophyscia endophoenicea,Phaeophyscia endophoenicea,1
7839,PHAPHIR,FALSE,Phaeophyscia hirsuta,Phaeophyscia hirsuta,Phaeophyscia hirsuta,1
7840,PHAPHIS,FALSE,Phaeophyscia hispidula,Phaeophyscia hispidula,Phaeophyscia hispidula,1
7841,PHAPINS,FALSE,Phaeophyscia insignis,Phaeophyscia insignis,Phaeophyscia insignis,1
7842,PHAPKAI,FALSE,Phaeophyscia kairamoi,Phaeophyscia kairamoi,Phaeophyscia kairamoi,1
7843,PHAPLAB,FALSE,Phaeophyscia labrata,Phaeophyscia labrata,Phaeophyscia labrata,1
7844,PHAPNAD,FALSE,Phaeophyscia nadvornikii,Phaeophyscia nadvornikii,Phaeophyscia nadvornikii,1
7845,PHAPNIG,FALSE,Phaeophyscia nigricans,Phaeophyscia nigricans,Phaeophyscia nigricans,1
7846,PHAPOPU,FALSE,Phaeophyscia opuntiella,Phaeophyscia opuntiella,Phaeophyscia opuntiella,1
7847,PHAPORB,FALSE,Phaeophyscia orbicularis,Phaeophyscia orbicularis,Phaeophyscia orbicularis,1
7848,PHAPPUS,FALSE,Phaeophyscia pusilloides,Phaeophyscia pusilloides,Phaeophyscia pusilloides,1
7849,PHAPSCI,FALSE,Phaeophyscia sciastra,Phaeophyscia sciastra,Phaeophyscia sciastra,1
7851,PHAP-SP,FALSE,Phaeophyscia species,Phaeophyscia species,Phaeophyscia species,1
7850,PHAPSTI,FALSE,Phaeophyscia stiriaca,Phaeophyscia stiriaca,Phaeophyscia stiriaca,1
7826,PHARBUL,FALSE,Phaeoceros bulbiculosus,Phaeoceros bulbiculosus,Phaeoceros bulbiculosus,1
7827,PHARCOR,FALSE,Phaeoceros corolinianus,Phaeoceros corolinianus,Phaeoceros corolinianus,1
7828,PHARLAE,FALSE,Phaeoceros laevis,Phaeoceros laevis,Phaeoceros laevis,1
7829,PHAR-SP,FALSE,Phaeoceros species,Phaeoceros species,Phaeoceros species,1
7858,PHASCAT,FALSE,Phaeospora catolechiae,Phaeospora catolechiae,Phaeospora catolechiae,1
7859,PHASPAR,FALSE,Phaeospora parasitica,Phaeospora parasitica,Phaeospora parasitica,1
7860,PHASPEL,FALSE,Phaeospora peltigericola,Phaeospora peltigericola,Phaeospora peltigericola,1
7861,PHASRIM,FALSE,Phaeospora rimosicola,Phaeospora rimosicola,Phaeospora rimosicola,1
7862,PHAS-SP,FALSE,Phaeospora species,Phaeospora species,Phaeospora species,1
7878,PHAUACA,FALSE,Phascum acaulon,Phascum acaulon,Phascum acaulon,1
7881,PHAUC;C,FALSE,Phascum cuspidatum var. cuspidatum,Phascum cuspidatum var. cuspidatum,Phascum cuspidatum var. cuspidatum,1
7882,PHAUC;M,FALSE,Phascum cuspidatum var. mitraeforme,Phascum cuspidatum var. mitraeforme,Phascum cuspidatum var. mitraeforme,1
7883,PHAUC;P,FALSE,Phascum cuspidatum var. piliferum,Phascum cuspidatum var. piliferum,Phascum cuspidatum,1
7879,PHAUCUR,FALSE,Phascum curvicolle,Phascum curvicolle,Phascum curvicolle,1
7880,PHAUCUS,FALSE,Phascum cuspidatum,Phascum cuspidatum,Phascum cuspidatum,1
7884,PHAUCUY,FALSE,Phascum cuynetii,Phascum cuynetii,Phascum cuynetii,1
7885,PHAUFLO,FALSE,Phascum floerkeanum,Phascum floerkeanum,Phascum floerkeanum,1
7886,PHAULEP,FALSE,Phascum leptophyllum,Phascum leptophyllum,Phascum leptophyllum,1
7887,PHAULON,FALSE,Phascum longipes,Phascum longipes,Phascum longipes,1
7888,PHAUPIP,FALSE,Phascum piptocarpum,Phascum piptocarpum,Phascum piptocarpum,1
7890,PHAU-SP,FALSE,Phascum species,Phascum species,Phascum species,1
7889,PHAUVLA,FALSE,Phascum vlassovii,Phascum vlassovii,Phascum vlassovii,1
7852,PHAYPUN,FALSE,Phaeopyxis punctum,Phaeopyxis punctum,Phaeopyxis punctum,1
7853,PHAY-SP,FALSE,Phaeopyxis species,Phaeopyxis species,Phaeopyxis species,1
7899,PHIOCAE,FALSE,Philonotis caespitosa,Philonotis caespitosa,Philonotis caespitosa,1
7900,PHIOCAL,FALSE,Philonotis calcarea,Philonotis calcarea,Philonotis calcarea,1
7901,PHIOCAP,FALSE,Philonotis capillaris,Philonotis capillaris,Philonotis capillaris,1
7902,PHIOCER,FALSE,Philonotis cernua,Philonotis cernua,Philonotis cernua,1
7903,PHIOFON,FALSE,Philonotis fontana,Philonotis fontana,Philonotis fontana,1
7904,PHIOHAS,FALSE,Philonotis hastata,Philonotis hastata,Philonotis hastata,1
7905,PHIOMAR,FALSE,Philonotis marchica,Philonotis marchica,Philonotis marchica,1
7906,PHIORIG,FALSE,Philonotis rigida,Philonotis rigida,Philonotis rigida,1
7907,PHIOSER,FALSE,Philonotis seriata,Philonotis seriata,Philonotis seriata,1
7909,PHIO-SP,FALSE,Philonotis species,Philonotis species,Philonotis species,1
7908,PHIOTOM,FALSE,Philonotis tomentella,Philonotis tomentella,Philonotis tomentella,1
7928,PHLYAGE,FALSE,Phlyctis agelaea,Phlyctis agelaea,Phlyctis agelaea,1
7929,PHLYARG,FALSE,Phlyctis argena,Phlyctis argena,Phlyctis argena,1
7930,PHLY-SP,FALSE,Phlyctis species,Phlyctis species,Phlyctis species,1
7935,PHOMCAL,FALSE,Phoma caloplacae,Phoma caloplacae,Phoma caloplacae,1
7936,PHOMCYT,FALSE,Phoma cytospora,Phoma cytospora,Phoma cytospora,1
7937,PHOMLEC,FALSE,Phoma lecanorae,Phoma lecanorae,Phoma lecanorae,1
7938,PHOMLIC,FALSE,Phoma lichenis,Phoma lichenis,Phoma lichenis,1
7939,PHOMPHY,FALSE,Phoma physciicola,Phoma physciicola,Phoma physciicola,1
7940,PHOM-SP,FALSE,Phoma species,Phoma species,Phoma species,1
7955,PHYCADS,FALSE,Physcia adscendens,Physcia adscendens,Physcia adscendens,1
7956,PHYCAIP,FALSE,Physcia aipolia,Physcia aipolia,Physcia aipolia,1
7957,PHYCALB,FALSE,Physcia albinea,Physcia albinea,Physcia albinea,1
7959,PHYCB;A,FALSE,Physcia biziana var. aipolioides,Physcia biziana var. aipolioides,Physcia biziana var. aipolioides,1
7960,PHYCB;B,FALSE,Physcia biziana var. biziana,Physcia biziana var. biziana,Physcia biziana var. biziana,1
7958,PHYCBIZ,FALSE,Physcia biziana,Physcia biziana,Physcia biziana,1
7962,PHYCC;C,FALSE,Physcia caesia var. caesia,Physcia caesia var. caesia,Physcia caesia var. caesia,1
7963,PHYCC;R,FALSE,Physcia caesia var. rhaetica,Physcia caesia var. rhaetica,Physcia caesia var. rhaetica,1
7964,PHYCC;V,FALSE,Physcia caesia var. ventosa,Physcia caesia var. ventosa,Physcia caesia var. ventosa,1
7961,PHYCCAE,FALSE,Physcia caesia,Physcia caesia,Physcia caesia,1
7965,PHYCCLE,FALSE,Physcia clementei,Physcia clementei,Physcia clementei,1
7968,PHYCD;I,FALSE,Physcia dubia var. intermedia,Physcia dubia var. intermedia,Physcia dubia var. intermedia,1
7966,PHYCDIM,FALSE,Physcia dimidiata,Physcia dimidiata,Physcia dimidiata,1
7967,PHYCDUB,FALSE,Physcia dubia,Physcia dubia,Physcia dubia,1
7969,PHYCMAG,FALSE,Physcia magnussonii,Physcia magnussonii,Physcia magnussonii,1
7970,PHYCPHA,FALSE,Physcia phaea,Physcia phaea,Physcia phaea,1
7971,PHYCSEM,FALSE,Physcia semipinnata,Physcia semipinnata,Physcia semipinnata,1
7978,PHYC-SP,FALSE,Physcia species,Physcia species,Physcia species,1
7972,PHYCSTE,FALSE,Physcia stellaris,Physcia stellaris,Physcia stellaris,1
7973,PHYCSUB,FALSE,Physcia subalbinea,Physcia subalbinea,Physcia subalbinea,1
7974,PHYCTEN,FALSE,Physcia tenella,Physcia tenella,Physcia tenella,1
7975,PHYCTER,FALSE,Physcia teretiuscula,Physcia teretiuscula,Physcia teretiuscula,1
7976,PHYCTRI,FALSE,Physcia tribacia,Physcia tribacia,Physcia tribacia,1
7977,PHYCVAI,FALSE,Physcia vainioi,Physcia vainioi,Physcia vainioi,1
7984,PHYIARE,FALSE,Physcomitrium arenicola,Physcomitrium arenicola,Physcomitrium arenicola,1
7985,PHYIEUR,FALSE,Physcomitrium eurystomum,Physcomitrium eurystomum,Physcomitrium eurystomum,1
7986,PHYIPYR,FALSE,Physcomitrium pyriforme,Physcomitrium pyriforme,Physcomitrium pyriforme,1
7988,PHYI-SP,FALSE,Physcomitrium species,Physcomitrium species,Physcomitrium species,1
7987,PHYISPH,FALSE,Physcomitrium sphaericum,Physcomitrium sphaericum,Physcomitrium sphaericum,1
7945,PHYLDEM,FALSE,Phylliscum demangeonii,Phylliscum demangeonii,Phylliscum demangeonii,1
7946,PHYL-SP,FALSE,Phylliscum species,Phylliscum species,Phylliscum species,1
7982,PHYMPAT,FALSE,Physcomitriella patens,Physcomitriella patens,Physcomitrella patens,1
7983,PHYM-SP,FALSE,Physcomitriella species,Physcomitriella species,Physcomitriella species,1
7989,PHYNDET,FALSE,Physconia detersa,Physconia detersa,Physconia detersa,1
7990,PHYNDIS,FALSE,Physconia distorta,Physconia distorta,Physconia distorta,1
7991,PHYNENT,FALSE,Physconia enteroxantha,Physconia enteroxantha,Physconia enteroxantha,1
7992,PHYNGRI,FALSE,Physconia grisea,Physconia grisea,Physconia grisea,1
7993,PHYNGRS,FALSE,Physconia grisea ssp. lilacina,Physconia grisea  ssp. lilacina,Physconia grisea  ssp. lilacina,1
7994,PHYNMUS,FALSE,Physconia muscigena,Physconia muscigena,Physconia muscigena,1
7995,PHYNPER,FALSE,Physconia perisidiosa,Physconia perisidiosa,Physconia perisidiosa,1
7996,PHYNPET,FALSE,Physconia petraea,Physconia petraea,Physconia petraea,1
7997,PHYNSER,FALSE,Physconia servitii,Physconia servitii,Physconia servitii,1
7998,PHYN-SP,FALSE,Physconia species,Physconia species,Physconia species,1
7979,PHYOHAM,FALSE,Physcomitrella hampei,Physcomitrella hampei,Physcomitrella hampei,1
7980,PHYOPAT,FALSE,Physcomitrella patens,Physcomitrella patens,Physcomitrella patens,1
7981,PHYO-SP,FALSE,Physcomitrella species,Physcomitrella species,Physcomitrella species,1
8032,PICTSCO,FALSE,Pictus scoticus,Pictus scoticus,Pictus scoticus,1
8033,PICT-SP,FALSE,Pictus species,Pictus species,Pictus species,1
8034,PILOCER,FALSE,Pilophorus cereolus,Pilophorus cereolus,Pilophorus cereolus,1
8035,PILO-SP,FALSE,Pilophorus species,Pilophorus species,Pilophorus species,1
8171,PLABGLA,FALSE,Platismatia glauca,Platismatia glauca,Platismatia glauca,1
8172,PLAB-SP,FALSE,Platismatia species,Platismatia species,Platismatia species,1
8069,PLACPSE,FALSE,Placidiopsis pseudocinerea,Placidiopsis pseudocinerea,Placidiopsis pseudocinerea,1
8071,PLAC-SP,FALSE,Placidiopsis species,Placidiopsis species,Dermatocarpon species,1
8070,PLACTIR,FALSE,Placidiopsis tiroliensis,Placidiopsis tiroliensis,Placidiopsis tiroliensis,1
8173,PLADCON,FALSE,Platydictya confervoides,Platydictya confervoides,Platydictya confervoides,1
8174,PLADJUN,FALSE,Platydictya jungermannioides,Platydictya jungermannioides,Platydictya jungermannioides,1
8176,PLAD-SP,FALSE,Platydictya species,Platydictya species,Platydictya species,1
8175,PLADSUB,FALSE,Platydictya subtilis,Platydictya subtilis,Platydictya subtilis,1
8096,PLAGDEM,FALSE,Plagiobryum demissum,Plagiobryum demissum,Plagiobryum demissum,1
8098,PLAG-SP,FALSE,Plagiobryum species,Plagiobryum species,Plagiobryum species,1
8097,PLAGZIE,FALSE,Plagiobryum zierii,Plagiobryum zierii,Plagiobryum zierii,1
8101,PLAHARC,FALSE,Plagiochila arctica,Plagiochila arctica,Plagiochila arctica,1
8102,PLAHASP,FALSE,Plagiochila asplenioides,Plagiochila asplenioides,Plagiochila asplenioides,1
8103,PLAHATL,FALSE,Plagiochila atlantica,Plagiochila atlantica,Plagiochila atlantica,1
8104,PLAHBRI,FALSE,Plagiochila brittanica,Plagiochila brittanica,Plagiochila brittanica,1
8105,PLAHCAR,FALSE,Plagiochila carringtonii,Plagiochila carringtonii,Plagiochila carringtonii,1
8106,PLAHEXI,FALSE,Plagiochila exigua,Plagiochila exigua,Plagiochila exigua,1
8107,PLAHKIL,FALSE,Plagiochila killarniensis,Plagiochila killarniensis,Plagiochila killarniensis,1
8108,PLAHNOR,FALSE,Plagiochila norvegica,Plagiochila norvegica,Plagiochila norvegica,1
8109,PLAHPOR,FALSE,Plagiochila porelloides,Plagiochila porelloides,Plagiochila porelloides,1
8110,PLAHPUN,FALSE,Plagiochila punctata,Plagiochila punctata,Plagiochila punctata,1
8112,PLAH-SP,FALSE,Plagiochila species,Plagiochila species,Plagiochila species,1
8111,PLAHSPI,FALSE,Plagiochila spinulosa,Plagiochila spinulosa,Plagiochila spinulosa,1
8099,PLAIRUP,FALSE,Plagiochasma rupestre,Plagiochasma rupestre,Plagiochasma rupestre,1
8100,PLAI-SP,FALSE,Plagiochasma species,Plagiochasma species,Plagiochasma species,1
8113,PLAMAFF,FALSE,Plagiomnium affine,Plagiomnium affine,Plagiomnium affine s.lat.,1
8114,PLAMCON,FALSE,Plagiomnium confertidens,Plagiomnium confertidens,Plagiomnium confertidens,1
8115,PLAMCUS,FALSE,Plagiomnium cuspidatum,Plagiomnium cuspidatum,Plagiomnium cuspidatum,1
8116,PLAMDRU,FALSE,Plagiomnium drummondii,Plagiomnium drummondii,Plagiomnium drummondii,1
8117,PLAMELA,FALSE,Plagiomnium elatum,Plagiomnium elatum,Plagiomnium affine s.lat.,1
8118,PLAMELL,FALSE,Plagiomnium ellipticum,Plagiomnium ellipticum,Plagiomnium affine s.lat.,1
8120,PLAMM-C,FALSE,Plagiomnium medium ssp. curvatulum,Plagiomnium medium ssp. curvatulum,Plagiomnium medium ssp. curvatulum,1
8119,PLAMMED,FALSE,Plagiomnium medium,Plagiomnium medium,Plagiomnium affine s.lat.,1
8121,PLAMM-M,FALSE,Plagiomnium medium ssp. medium,Plagiomnium medium ssp. medium,Plagiomnium medium ssp. medium,1
8122,PLAMROS,FALSE,Plagiomnium rostratum,Plagiomnium rostratum,Plagiomnium affine s.lat.,1
8124,PLAM-SP,FALSE,Plagiomnium species,Plagiomnium species,Plagiomnium species,1
8123,PLAMUND,FALSE,Plagiomnium undulatum,Plagiomnium undulatum,Plagiomnium undulatum,1
8081,PLANASP,FALSE,Placynthium asperellum,Placynthium asperellum,Placynthium asperellum,1
8082,PLANBAU,FALSE,Placynthium baumgartneri,Placynthium baumgartneri,Placynthium baumgartneri,1
8083,PLANDOL,FALSE,Placynthium dolichoterum,Placynthium dolichoterum,Placynthium dolichoterum,1
8084,PLANFIL,FALSE,Placynthium filiforme,Placynthium filiforme,Placynthium filiforme,1
8085,PLANFLA,FALSE,Placynthium flabellosum,Placynthium flabellosum,Placynthium flabellosum,1
8086,PLANGAR,FALSE,Placynthium garovaglii,Placynthium garovaglii,Placynthium garovaglii,1
8087,PLANHUN,FALSE,Placynthium hungaricum,Placynthium hungaricum,Placynthium hungaricum,1
8088,PLANLIS,FALSE,Placynthium lismorense,Placynthium lismorense,Placynthium lismorense,1
8089,PLANNIG,FALSE,Placynthium nigrum,Placynthium nigrum,Placynthium nigrum,1
8090,PLANPAN,FALSE,Placynthium pannariellum,Placynthium pannariellum,Placynthium pannariellum,1
8091,PLANROS,FALSE,Placynthium rosulans,Placynthium rosulans,Placynthium rosulans,1
8095,PLAN-SP,FALSE,Placynthium species,Placynthium species,Placynthium species,1
8092,PLANSUB,FALSE,Placynthium subradiatum,Placynthium subradiatum,Placynthium subradiatum,1
8093,PLANTAN,FALSE,Placynthium tantaleum,Placynthium tantaleum,Placynthium tantaleum,1
8094,PLANTRE,FALSE,Placynthium tremniacum,Placynthium tremniacum,Placynthium tremniacum,1
8072,PLAOSCH,FALSE,Placocarpus schaereri,Placocarpus schaereri,Placocarpus schaereri,1
8073,PLAO-SP,FALSE,Placocarpus species,Placocarpus species,Placocarpus species,1
8074,PLAPGEL,FALSE,Placopsis gelida,Placopsis gelida,Placopsis gelida,1
8075,PLAPLAM,FALSE,Placopsis lambii,Placopsis lambii,Placopsis lambii,1
8076,PLAP-SP,FALSE,Placopsis species,Placopsis species,Placopsis species,1
8177,PLARREP,FALSE,Platygyrium repens,Platygyrium repens,Platygyrium repens,1
8178,PLAR-SP,FALSE,Platygyrium species,Platygyrium species,Platygyrium species,1
8127,PLATBER,FALSE,Plagiothecium berggrenianum,Plagiothecium berggrenianum,Plagiothecium berggrenianum,1
8128,PLATCAV,FALSE,Plagiothecium cavifolium,Plagiothecium cavifolium,Plagiothecium cavifolium,1
14371,PLATCUR,FALSE,Plagiothecium curvifolium,Plagiothecium curvifolium,Plagiothecium curvifolium,1
8129,PLATDEN,FALSE,Plagiothecium denticulatum,Plagiothecium denticulatum,Plagiothecium denticulatum,1
8130,PLATLAE,FALSE,Plagiothecium laetum,Plagiothecium laetum,Plagiothecium laetum,1
8131,PLATLAT,FALSE,Plagiothecium latebricola,Plagiothecium latebricola,Plagiothecium latebricola,1
8132,PLATNEC,FALSE,Plagiothecium neckeroideum,Plagiothecium neckeroideum,Plagiothecium neckeroideum,1
14460,PLATNEM,FALSE,Plagiothecium nemorale,Plagiothecium nemorale,Plagiothecium nemorale,1
8133,PLATPIL,FALSE,Plagiothecium piliferum,Plagiothecium piliferum,Plagiothecium piliferum,1
8134,PLATPLA,FALSE,Plagiothecium platyphyllum,Plagiothecium platyphyllum,Plagiothecium platyphyllum,1
14372,PLATRUT,FALSE,Plagiothecium ruthei,Plagiothecium ruthei,Plagiothecium ruthei,1
8137,PLAT-SP,FALSE,Plagiothecium species,Plagiothecium species,Plagiothecium species,1
8135,PLATSUC,FALSE,Plagiothecium succulentum,Plagiothecium succulentum,Plagiothecium succulentum,1
8136,PLATUND,FALSE,Plagiothecium undulatum,Plagiothecium undulatum,Plagiothecium undulatum,1
8125,PLAUOED,FALSE,Plagiopus oederi,Plagiopus oederi,Plagiopus oederi,1
14370,PLAUOEE,FALSE,Plagiopus oederi var. condensatus,Plagiopus oederi var. condensatus,Plagiopus oederi var. condensatus,1
8126,PLAU-SP,FALSE,Plagiopus species,Plagiopus species,Plagiopus species,1
8077,PLAYRUB,FALSE,Placopyrenium rubescens,Placopyrenium rubescens,Placopyrenium rubescens,1
8080,PLAY-SP,FALSE,Placopyrenium species,Placopyrenium species,Placopyrenium species,1
8078,PLAYTAT,FALSE,Placopyrenium tatrense,Placopyrenium tatrense,Placopyrenium tatrense,1
8079,PLAYTRA,FALSE,Placopyrenium trachyticum,Placopyrenium trachyticum,Placopyrenium trachyticum,1
