SPECIES_NR,LETTERCODE,SHORTNAME,ABBREVIAT,SYNONYM,VALID_NR
368,ALCHDEU,Alchemilla decurrens,Alchemilla decurrens,FALSE,368
369,ALCHDEL,Alchemilla delitescens,Alchemilla delitescens,FALSE,369
370,ALCHECH,Alchemilla echinogloba,Alchemilla echinogloba,FALSE,370
371,ALCHERY,Alchemilla erythropoda,Alchemilla erythropoda,FALSE,371
372,ALCHEUG,Alchemilla eugenii,Alchemilla eugenii,FALSE,372
373,ALCHEXA,Alchemilla exaperta,Alchemilla exaperta,FALSE,373
374,ALCHFUS,Alchemilla fusoidea,Alchemilla fusoidea,FALSE,374
375,ALCHGIE,Alchemilla giewontica,Alchemilla giewontica,FALSE,375
376,ALCHGOR,Alchemilla gorcensis,Alchemilla gorcensis,FALSE,376
377,ALCHGRN,Alchemilla grandiceps,Alchemilla grandiceps,FALSE,377
378,ALCHGYM,Alchemilla gymnopoda,Alchemilla gymnopoda,FALSE,378
379,ALCHHYP,Alchemilla hyperptycha,Alchemilla hyperptycha,FALSE,379
380,ALCHISO,Alchemilla isodonta,Alchemilla isodonta,FALSE,380
381,ALCHJAS,Alchemilla jasiewiczii,Alchemilla jasiewiczii,FALSE,381
382,ALCHKOR,Alchemilla kornasiana,Alchemilla kornasiana,FALSE,382
383,ALCHKOS,Alchemilla kosiarensis,Alchemilla kosiarensis,FALSE,383
384,ALCHKUL,Alchemilla kulczynskii,Alchemilla kulczynskii,FALSE,384
385,ALCHLAE,Alchemilla laevipes,Alchemilla laevipes,FALSE,385
386,ALCHLOI,Alchemilla longidens,Alchemilla longidens,FALSE,386
387,ALCHLOR,Alchemilla lorata,Alchemilla lorata,FALSE,387
388,ALCHLOX,Alchemilla loxotropa,Alchemilla loxotropa,FALSE,388
389,ALCHLUD,Alchemilla ludovitiana,Alchemilla ludovitiana,FALSE,389
390,ALCHMAR,Alchemilla marginata,Alchemilla marginata,FALSE,390
391,ALCHMEG,Alchemilla megalodonta,Alchemilla megalodonta,FALSE,391
392,ALCHMIR,Alchemilla microsphaer,Alchemilla microsphaerica,FALSE,392
393,ALCHMIO,Alchemi microsp s.lat.,Alchemilla microsphaerica s.lat.,FALSE,393
394,ALCHMOI,Alchemilla mollifolia,Alchemilla mollifolia,FALSE,394
395,ALCHMOC,Alchemilla moncophila,Alchemilla moncophila,FALSE,395
396,ALCHMUL,Alchemilla multiloba,Alchemilla multiloba,FALSE,396
397,ALCHOBE,Alchemilla obesa,Alchemilla obesa,FALSE,397
398,ALCHOCU,Alchemilla oculimarina,Alchemilla oculimarina,FALSE,398
399,ALCHPAT,Alchemilla patens,Alchemilla patens,FALSE,399
400,ALCHPSE,Alchemilla pseudincisa,Alchemilla pseudincisa,FALSE,400
401,ALCHPSU,Alchemilla pseudothmar,Alchemilla pseudothmarii,FALSE,401
402,ALCHPUN,Alchemilla pungentiflo,Alchemilla pungentiflora,FALSE,402
403,ALCHREV,Alchemilla reversantha,Alchemilla reversantha,FALSE,403
404,ALCHRHD,Alchemilla rhodocycla,Alchemilla rhodocycla,FALSE,404
405,ALCHSEJ,Alchemilla sejuncta,Alchemilla sejuncta,FALSE,405
406,ALCHSEC,Alchemilla sericoneuro,Alchemilla sericoneuroides,FALSE,406
407,ALCHSMA,Alchemilla smaragdina,Alchemilla smaragdina,FALSE,407
408,ALCHSOJ,Alchemilla sojakii,Alchemilla sojakii,FALSE,408
409,ALCHSTA,Alchemilla stanislaae,Alchemilla stanislaae,FALSE,409
410,ALCHSTE,Alchemilla stenoleuca,Alchemilla stenoleuca,FALSE,410
411,ALCHSUC,Alchemilla subconniven,Alchemilla subconnivens,FALSE,411
412,ALCHSUE,Alchemilla subsessilis,Alchemilla subsessilis,FALSE,412
413,ALCHSUP,Alchemilla superata,Alchemilla superata,FALSE,413
414,ALCHTAC,Alchemilla tacikii,Alchemilla tacikii,FALSE,414
415,ALCHTHA,Alchemilla thaumasia,Alchemilla thaumasia,FALSE,415
416,ALCHVIR,Alchemilla virginea,Alchemilla virginea,FALSE,416
417,ALCHWAI,Alchemilla wallischii,Alchemilla wallischii,FALSE,417
418,ALCHZAP,Alchemilla zapalowiczi,Alchemilla zapalowiczii,FALSE,418
419,ALCH-SP,Alchemilla species,Alchemilla species,FALSE,419
420,ALDRVES,Aldrovanda vesiculosa,Aldrovanda vesiculosa,FALSE,420
421,ALDR-SP,Aldrovanda species,Aldrovanda species,FALSE,421
422,ALECNIG,Alectoria nigricans,Alectoria nigricans,FALSE,422
423,ALECOCH,Alectoria ochroleuca,Alectoria ochroleuca,FALSE,423
424,ALECSAR,Alectoria sarmentosa,Alectoria sarmentosa,FALSE,424
425,ALEC-SP,Alectoria species,Alectoria species,FALSE,425
426,ALISGRA,Alisma gramineum,Alisma gramineum,FALSE,426
427,ALISLAN,Alisma lanceolatum,Alisma lanceolatum,FALSE,427
428,ALIS#PL,Alisma plantago-a agg.,Alisma plantago-aquatica agg.,FALSE,428
429,ALISPLA,Alisma plantago-aquati,Alisma plantago-aquatica,FALSE,429
430,ALIS-SP,Alisma species,Alisma species,FALSE,430
431,ALKATIN,Alkanna tinctoria,Alkanna tinctoria,FALSE,431
432,ALKA-SP,Alkanna species,Alkanna species,FALSE,432
433,ALLAALP,Allantoparmel alpicola,Allantoparmelia alpicola,FALSE,433
434,ALLA-SP,Allantoparmeli species,Allantoparmelia species,FALSE,434
435,ALLIPET,Alliaria petiolata,Alliaria petiolata,FALSE,435
436,ALLI-SP,Alliaria species,Alliaria species,FALSE,436
437,ALLUANG,Allium angulosum,Allium angulosum,FALSE,437
438,ALLUASC,Allium ascalonicum,Allium ascalonicum,FALSE,438
439,ALLUATR,Allium atropurpureum,Allium atropurpureum,FALSE,439
440,ALLUCAR,Allium carinatum,Allium carinatum,FALSE,440
441,ALLUC-C,Alliu carin ssp. carin,Allium carinatum ssp. carinatum,FALSE,441
442,ALLUC-P,Alliu carin ssp. pulch,Allium carinatum ssp. pulchellum,FALSE,442
443,ALLUCEP,Allium cepa,Allium cepa,FALSE,443
444,ALLUCHR,Allium christophii,Allium christophii,FALSE,444
445,ALLUFIS,Allium fistulosum,Allium fistulosum,FALSE,445
446,ALLUFLA,Allium flavum,Allium flavum,FALSE,446
447,ALLUNIG,Allium nigrum,Allium nigrum,FALSE,447
448,ALLUOCH,Allium ochroleucum,Allium ochroleucum,FALSE,448
449,ALLUOLE,Allium oleraceum,Allium oleraceum,FALSE,449
450,ALLUPAR,Allium paradoxum,Allium paradoxum,FALSE,450
451,ALLUPOR,Allium porrum,Allium porrum,FALSE,451
452,ALLUROT,Allium rotundum,Allium rotundum,FALSE,452
453,ALLUSAT,Allium sativum,Allium sativum,FALSE,453
454,ALLUSCH,Allium schoenoprasum,Allium schoenoprasum,FALSE,454
455,ALLUSCO,Allium scorodoprasum,Allium scorodoprasum,FALSE,455
456,ALLUSEN,Allium senescens,Allium senescens,FALSE,456
457,ALLUS-M,Alliu senes ssp. monta,Allium senescens ssp. montanum,FALSE,457
458,ALLUSPH,Allium sphaerocephalon,Allium sphaerocephalon,FALSE,458
459,ALLUSTR,Allium strictum,Allium strictum,FALSE,459
460,ALLUSUA,Allium suaveolens,Allium suaveolens,FALSE,460
461,ALLUURS,Allium ursinum,Allium ursinum,FALSE,461
462,ALLUVIC,Allium victorialis,Allium victorialis,FALSE,462
463,ALLUVIN,Allium vineale,Allium vineale,FALSE,463
464,ALLUATO,Allium atroviolaceum,Allium atroviolaceum,FALSE,464
465,ALLU#ER,Allium ericetorum agg.,Allium ericetorum agg.,FALSE,465
466,ALLUMAR,Allium marginatum,Allium marginatum,FALSE,466
467,ALLUMOL,Allium moly,Allium moly,FALSE,467
468,ALLUMOS,Allium moschatum,Allium moschatum,FALSE,468
469,ALLURAM,Allium ramosum,Allium ramosum,FALSE,469
470,ALLUS-A,Alliu schoe ssp. alpin,Allium schoenoprasum ssp. alpinum,FALSE,470
471,ALLUS-S,Alliu schoe ssp. schoe,Allium schoenoprasum ssp. schoenoprasum,FALSE,471
472,ALLUU-U,Alliu ursin ssp. ucrai,Allium ursinum ssp. ucrainicum,FALSE,472
473,ALLUU-R,Alliu ursin ssp. ursin,Allium ursinum ssp. ursinum,FALSE,473
474,ALLUXAN,Allium xanthicum,Allium xanthicum,FALSE,474
475,ALLUZAH,Allium zahariadii,Allium zahariadii,FALSE,475
476,ALLU-SP,Allium species,Allium species,FALSE,476
477,ALNUALN,Alnus alnobetula,Alnus alnobetula,FALSE,477
478,ALNUGLU,Alnus glutinosa,Alnus glutinosa,FALSE,478
479,ALNUINC,Alnus incana,Alnus incana,FALSE,479
480,ALNURUG,Alnus rugosa,Alnus rugosa,FALSE,480
481,ALNU-SP,Alnus species,Alnus species,FALSE,481
482,ALOIALO,Aloina aloides,Aloina aloides,FALSE,482
483,ALOIAMB,Aloina ambigua,Aloina ambigua,FALSE,483
484,ALOIBRE,Aloina brevirostris,Aloina brevirostris,FALSE,484
485,ALOIRIG,Aloina rigida,Aloina rigida,FALSE,485
486,ALOI-SP,Aloina species,Aloina species,FALSE,486
487,ALOPAEQ,Alopecurus aequalis,Alopecurus aequalis,FALSE,487
488,ALOPGEN,Alopecurus geniculatus,Alopecurus geniculatus,FALSE,488
489,ALOPMYO,Alopecurus myosuroides,Alopecurus myosuroides,FALSE,489
490,ALOPPRA,Alopecurus pratensis,Alopecurus pratensis,FALSE,490
491,ALOPREN,Alopecurus rendlei,Alopecurus rendlei,FALSE,491
492,ALOP-SP,Alopecurus species,Alopecurus species,FALSE,492
493,ALTHCAN,Althaea cannabina,Althaea cannabina,FALSE,493
494,ALTHHIR,Althaea hirsuta,Althaea hirsuta,FALSE,494
495,ALTHOFF,Althaea officinalis,Althaea officinalis,FALSE,495
496,ALTHARM,Althaea armeniaca,Althaea armeniaca,FALSE,496
497,ALTH-SP,Althaea species,Althaea species,FALSE,497
498,ALYSALY,Alyssum alyssoides,Alyssum alyssoides,FALSE,498
499,ALYSDES,Alyssum desertorum,Alyssum desertorum,FALSE,499
500,ALYSMON,Alyssum montanum,Alyssum montanum,FALSE,500
501,ALYSM-G,Alyss monta ssp. gmeli,Alyssum montanum ssp. gmelinii,FALSE,501
502,ALYSM-M,Alyss monta ssp. monta,Alyssum montanum ssp. montanum,FALSE,502
503,ALYSM-O,Aly mon ssp mon var pr,Alyssum montanum ssp. montanum var. preissmannii,FALSE,503
504,ALYSMUR,Alyssum murale,Alyssum murale,FALSE,504
505,ALYSOVI,Alyssum ovirense,Alyssum ovirense,FALSE,505
506,ALYSREP,Alyssum repens,Alyssum repens,FALSE,506
507,ALYSR-T,Alyss repen ssp. trans,Alyssum repens ssp. transsilvanicum,FALSE,507
508,ALYSTOR,Alyssum tortuosum,Alyssum tortuosum,FALSE,508
509,ALYSWUL,Alyssum wulfenianum,Alyssum wulfenianum,FALSE,509
510,ALYSROS,Alyssum rostratum,Alyssum rostratum,FALSE,510
511,ALYS-SP,Alyssum species,Alyssum species,FALSE,511
512,AMARALB,Amaranthus albus,Amaranthus albus,FALSE,512
513,AMARBLI,Amaranthus blitoides,Amaranthus blitoides,FALSE,513
514,AMARBLT,Amaranthus blitum,Amaranthus blitum,FALSE,514
515,AMARBOU,Amaranthus bouchonii,Amaranthus bouchonii,FALSE,515
516,AMARCAU,Amaranthus caudatus,Amaranthus caudatus,FALSE,516
517,AMARCRI,Amaranthus crispus,Amaranthus crispus,FALSE,517
518,AMAR#CR,Amaranthu crispus agg.,Amaranthus crispus agg.,FALSE,518
519,AMARCRU,Amarant cruentu s.str.,Amaranthus cruentus s.str.,FALSE,519
520,AMARDEF,Amaranthus deflexus,Amaranthus deflexus,FALSE,520
521,AMAREMA,Amaranthus emarginatus,Amaranthus emarginatus,FALSE,521
522,AMARGRA,Amaranthus graecizans,Amaranthus graecizans,FALSE,522
523,AMAR#HY,Amaranth hybridus agg.,Amaranthus hybridus agg.,FALSE,523
524,AMARHYB,Amarant hybridu s.str.,Amaranthus hybridus s.str.,FALSE,524
525,AMARHYP,Amaranthus hypochondri,Amaranthus hypochondriacus,FALSE,525
526,AMARPAL,Amaranthus palmeri,Amaranthus palmeri,FALSE,526
527,AMARPOW,Amaranthus powellii,Amaranthus powellii,FALSE,527
528,AMARQUI,Amaranthus quitensis,Amaranthus quitensis,FALSE,528
529,AMARRET,Amaranthus retroflexus,Amaranthus retroflexus,FALSE,529
530,AMARSTA,Amaranthus standleyanu,Amaranthus standleyanus,FALSE,530
531,AMARRUD,Amaranthus rudis,Amaranthus rudis,FALSE,531
532,AMARTUB,Amaranthus tuberculatu,Amaranthus tuberculatus,FALSE,532
533,AMARVIR,Amaranthus viridis,Amaranthus viridis,FALSE,533
534,AMARACU,Amaranthus acutilobus,Amaranthus acutilobus,FALSE,534
535,AMARSPI,Amaranthus spinosus,Amaranthus spinosus,FALSE,535
536,AMAR-SP,Amaranthus species,Amaranthus species,FALSE,536
537,AMBEMOS,Amberboa moschata,Amberboa moschata,FALSE,537
538,AMBE-SP,Amberboa species,Amberboa species,FALSE,538
539,AMBLDEA,Amblyodon dealbatus,Amblyodon dealbatus,FALSE,539
540,AMBL-SP,Amblyodon species,Amblyodon species,FALSE,540
541,AMBYCOM,Amblystegium compactum,Amblystegium compactum,FALSE,541
542,AMBYFLU,Amblystegiu fluviatile,Amblystegium fluviatile,FALSE,542
543,AMBYHUM,Amblystegium humile,Amblystegium humile,FALSE,543
544,AMBYSAX,Amblystegium saxatile,Amblystegium saxatile,FALSE,544
545,AMBYSER,Amblystegium serpens,Amblystegium serpens,FALSE,545
546,AMBYTEN,Amblystegium tenax,Amblystegium tenax,FALSE,546
547,AMBYVAR,Amblystegium varium,Amblystegium varium,FALSE,547
548,AMBY-SP,Amblystegium species,Amblystegium species,FALSE,548
549,AMBRART,Ambrosia artemisiifoli,Ambrosia artemisiifolia,FALSE,549
550,AMBRTRI,Ambrosia trifida,Ambrosia trifida,FALSE,550
551,AMBR-SP,Ambrosia species,Ambrosia species,FALSE,551
552,AMELLAM,Amelanchier lamarckii,Amelanchier lamarckii,FALSE,552
553,AMELOVA,Amelanchier ovalis,Amelanchier ovalis,FALSE,553
554,AMELSPI,Amelanchier spicata,Amelanchier spicata,FALSE,554
555,AMEL-SP,Amelanchier species,Amelanchier species,FALSE,555
556,AMMIMAJ,Ammi majus,Ammi majus,FALSE,556
557,AMMIVIS,Ammi visnaga,Ammi visnaga,FALSE,557
558,AMMI-SP,Ammi species,Ammi species,FALSE,558
559,AMORFRU,Amorpha fruticosa,Amorpha fruticosa,FALSE,559
560,AMOR-SP,Amorpha species,Amorpha species,FALSE,560
561,AMPHLAP,Amphidium lapponicum,Amphidium lapponicum,FALSE,561
562,AMPHMOU,Amphidium mougeottii,Amphidium mougeottii,FALSE,562
563,AMPH-SP,Amphidium species,Amphidium species,FALSE,563
564,AMYGCON,Amygdalaria consentien,Amygdalaria consentiens,FALSE,564
565,AMYGPAN,Amygdalaria panaeola,Amygdalaria panaeola,FALSE,565
566,AMYG-SP,Amygdalaria species,Amygdalaria species,FALSE,566
567,ANACPYR,Anacamptis pyramidalis,Anacamptis pyramidalis,FALSE,567
568,ANAC-SP,Anacamptis species,Anacamptis species,FALSE,568
569,ANAASPL,Anacamptodo splachnoid,Anacamptodon splachnoides,FALSE,569
570,ANAA-SP,Anacamptodon species,Anacamptodon species,FALSE,570
571,ANAOWEB,Anacolia webbii,Anacolia webbii,FALSE,571
572,ANAO-SP,Anacolia species,Anacolia species,FALSE,572
573,ANAYCLA,Anacyclus clavatus,Anacyclus clavatus,FALSE,573
574,ANAYVAL,Anacyclus valentinus,Anacyclus valentinus,FALSE,574
575,ANAY-SP,Anacyclus species,Anacyclus species,FALSE,575
576,ANAGARV,Anagallis arvensis,Anagallis arvensis,FALSE,576
577,ANAGFOE,Anagallis foemina,Anagallis foemina,FALSE,577
578,ANAGTEN,Anagallis tenella,Anagallis tenella,FALSE,578
579,ANAGMON,Anagallis monellii,Anagallis monellii,FALSE,579
580,ANAG-SP,Anagallis species,Anagallis species,FALSE,580
581,ANAPMAR,Anaphalis margaritacea,Anaphalis margaritacea,FALSE,581
582,ANAP-SP,Anaphalis species,Anaphalis species,FALSE,582
583,ANATBRY,Anaptychia bryorum,Anaptychia bryorum,FALSE,583
584,ANATCIL,Anaptychia ciliaris,Anaptychia ciliaris,FALSE,584
585,ANATCRI,Anaptychia crinalis,Anaptychia crinalis,FALSE,585
586,ANAT-SP,Anaptychia species,Anaptychia species,FALSE,586
587,ANASORC,Anastrepta orcadensis,Anastrepta orcadensis,FALSE,587
588,ANAS-SP,Anastrepta species,Anastrepta species,FALSE,588
589,ANARASS,Anastrophyllu assimile,Anastrophyllum assimile,FALSE,589
590,ANARCAV,Anastrophyl cavifolium,Anastrophyllum cavifolium,FALSE,590
591,ANARDON,Anastrophyll donnianum,Anastrophyllum donnianum,FALSE,591
592,ANARHEL,Anastrophyl hellerianu,Anastrophyllum hellerianum,FALSE,592
593,ANARJOE,Anastrophyl joergensen,Anastrophyllum joergensenii,FALSE,593
594,ANARMIC,Anastrophyll michauxii,Anastrophyllum michauxii,FALSE,594
595,ANARMIN,Anastrophyllum minutum,Anastrophyllum minutum,FALSE,595
596,ANARSAX,Anastrophyllu saxicola,Anastrophyllum saxicola,FALSE,596
597,ANARSPH,Anastrophyl sphenolobo,Anastrophyllum sphenoloboides,FALSE,597
598,ANAR-SP,Anastrophyllum species,Anastrophyllum species,FALSE,598
599,ANCHARV,Anchusa arvensis,Anchusa arvensis,FALSE,599
600,ANCH#AR,Anchusa arvensis agg.,Anchusa arvensis agg.,FALSE,600
601,ANCHAZU,Anchusa azurea,Anchusa azurea,FALSE,601
602,ANCHOCH,Anchusa ochroleuca,Anchusa ochroleuca,FALSE,602
603,ANCHOFF,Anchusa officinalis,Anchusa officinalis,FALSE,603
604,ANCHOVA,Anchusa ovata,Anchusa ovata,FALSE,604
605,ANCH-SP,Anchusa species,Anchusa species,FALSE,605
606,ANDRALP,Andreaea alpestris,Andreaea alpestris,FALSE,606
607,ANDRALI,Andreaea alpina,Andreaea alpina,FALSE,607
608,ANDRBLY,Andreaea blytii,Andreaea blytii,FALSE,608
609,ANDRCRA,Andreaea crassinervia,Andreaea crassinervia,FALSE,609
610,ANDRFRI,Andreaea frigida,Andreaea frigida,FALSE,610
611,ANDRHEI,Andreaea heinemannii,Andreaea heinemannii,FALSE,611
612,ANDRMEG,Andreaea megistospora,Andreaea megistospora,FALSE,612
613,ANDRMUT,Andreaea mutabilis,Andreaea mutabilis,FALSE,613
614,ANDRNIV,Andreaea nivalis,Andreaea nivalis,FALSE,614
615,ANDROBO,Andreaea obovata,Andreaea obovata,FALSE,615
616,ANDRROT,Andreaea rothii,Andreaea rothii,FALSE,616
617,ANDRR-F,Andre rothi ssp. falca,Andreaea rothii ssp. falcata,FALSE,617
618,ANDRR-R,Andre rothi ssp. rothi,Andreaea rothii ssp. rothii,FALSE,618
619,ANDRRUP,Andreaea rupestris,Andreaea rupestris,FALSE,619
620,ANDRR;P,Andre rupes var. papil,Andreaea rupestris var. papillosa,FALSE,620
621,ANDRR;R,Andre rupes var. rupes,Andreaea rupestris var. rupestris,FALSE,621
622,ANDRSIN,Andreaea sinuosa,Andreaea sinuosa,FALSE,622
623,ANDR-SP,Andreaea species,Andreaea species,FALSE,623
624,ANDOPOL,Andromeda polifolia,Andromeda polifolia,FALSE,624
625,ANDO-SP,Andromeda species,Andromeda species,FALSE,625
626,ANDSALP,Androsace alpina,Androsace alpina,FALSE,626
627,ANDSCHA,Androsace chamaejasme,Androsace chamaejasme,FALSE,627
628,ANDSELO,Androsace elongata,Androsace elongata,FALSE,628
629,ANDSHAU,Androsace hausmannii,Androsace hausmannii,FALSE,629
630,ANDSHEL,Androsace helvetica,Androsace helvetica,FALSE,630
631,ANDSLAC,Androsace lactea,Androsace lactea,FALSE,631
632,ANDSMAX,Androsace maxima,Androsace maxima,FALSE,632
633,ANDSOBT,Androsace obtusifolia,Androsace obtusifolia,FALSE,633
634,ANDSSEP,Androsace septentriona,Androsace septentrionalis,FALSE,634
635,ANDSVIL,Androsace villosa,Androsace villosa,FALSE,635
636,ANDSVIT,Androsace vitaliana,Androsace vitaliana,FALSE,636
637,ANDSWUL,Androsace wulfeniana,Androsace wulfeniana,FALSE,637
638,ANDS-SP,Androsace species,Androsace species,FALSE,638
639,ANDYINT,Andryala integrifolia,Andryala integrifolia,FALSE,639
640,ANDY-SP,Andryala species,Andryala species,FALSE,640
641,ANEMDEC,Anema decipiens,Anema decipiens,FALSE,641
642,ANEMNOT,Anema notarisii,Anema notarisii,FALSE,642
643,ANEM-SP,Anema species,Anema species,FALSE,643
644,ANEOAPE,Anemone apennina,Anemone apennina,FALSE,644
645,ANEOBAL,Anemone baldensis,Anemone baldensis,FALSE,645
646,ANEONAR,Anemone narcissiflora,Anemone narcissiflora,FALSE,646
647,ANEONEM,Anemone nemorosa,Anemone nemorosa,FALSE,647
648,ANEORAN,Anemone ranunculoides,Anemone ranunculoides,FALSE,648
649,ANEOSYL,Anemone sylvestris,Anemone sylvestris,FALSE,649
650,ANEOTRI,Anemone trifolia,Anemone trifolia,FALSE,650
651,ANEO-SP,Anemone species,Anemone species,FALSE,651
652,ANETGRA,Anethum graveolens,Anethum graveolens,FALSE,652
653,ANET-SP,Anethum species,Anethum species,FALSE,653
654,ANEUPIN,Aneura pinguis,Aneura pinguis,FALSE,654
655,ANEU-SP,Aneura species,Aneura species,FALSE,655
656,ANGEARC,Angelica archangelica,Angelica archangelica,FALSE,656
657,ANGEA-A,Angel archa ssp. archa,Angelica archangelica ssp. archangelica,FALSE,657
658,ANGEA-L,Angel archa ssp. litor,Angelica archangelica ssp. litoralis,FALSE,658
659,ANGEPAL,Angelica palustris,Angelica palustris,FALSE,659
660,ANGESYL,Angelica sylvestris,Angelica sylvestris,FALSE,660
661,ANGE-SP,Angelica species,Angelica species,FALSE,661
662,ANISBIF,Anisomeridium biforme,Anisomeridium biforme,FALSE,662
663,ANISCAR,Anisomeridi carinthiac,Anisomeridium carinthiacum,FALSE,663
664,ANISMAC,Anisomeridi macrocarpu,Anisomeridium macrocarpum,FALSE,664
665,ANISNYS,Anisomeridi nyssaegenu,Anisomeridium nyssaegenum,FALSE,665
666,ANIS-SP,Anisomeridium species,Anisomeridium species,FALSE,666
667,ANODCRI,Anoda cristata,Anoda cristata,FALSE,667
668,ANOD-SP,Anoda species,Anoda species,FALSE,668
669,ANOEAES,Anoectangium aestivum,Anoectangium aestivum,FALSE,669
670,ANOEHOR,Anoectangiu hornschuch,Anoectangium hornschuchianum,FALSE,670
671,ANOESCH,Anoectangiu schliephac,Anoectangium schliephackei,FALSE,671
672,ANOESEN,Anoectangiu sendtneria,Anoectangium sendtnerianum,FALSE,672
673,ANOETAE,Anoectangiu taeniatifo,Anoectangium taeniatifolium,FALSE,673
674,ANOETEN,Anoectangiu tenuinerve,Anoectangium tenuinerve,FALSE,674
675,ANOEWAR,Anoectangium warburgii,Anoectangium warburgii,FALSE,675
676,ANOE-SP,Anoectangium species,Anoectangium species,FALSE,676
677,ANOMJUL,Anomobryum julaceum,Anomobryum julaceum,FALSE,677
678,ANOMLUS,Anomobryum lusitanicum,Anomobryum lusitanicum,FALSE,678
679,ANOM-SP,Anomobryum species,Anomobryum species,FALSE,679
680,ANOOATT,Anomodon attenuatus,Anomodon attenuatus,FALSE,680
681,ANOOLON,Anomodon longifolius,Anomodon longifolius,FALSE,681
682,ANOOROS,Anomodon rostratus,Anomodon rostratus,FALSE,682
683,ANOORUG,Anomodon rugelii,Anomodon rugelii,FALSE,683
684,ANOOVIT,Anomodon viticulosus,Anomodon viticulosus,FALSE,684
685,ANOO-SP,Anomodon species,Anomodon species,FALSE,685
686,ANTECAR,Antennaria carpatica,Antennaria carpatica,FALSE,686
687,ANTEDIO,Antennaria dioica,Antennaria dioica,FALSE,687
688,ANTE-SP,Antennaria species,Antennaria species,FALSE,688
689,ANTHJUL,Anthelia julacea,Anthelia julacea,FALSE,689
690,ANTHJUR,Anthelia juratzkana,Anthelia juratzkana,FALSE,690
691,ANTH-SP,Anthelia species,Anthelia species,FALSE,691
692,ANTMALT,Anthemis altissima,Anthemis altissima,FALSE,692
693,ANTMARV,Anthemis arvensis,Anthemis arvensis,FALSE,693
694,ANTMAUS,Anthemis austriaca,Anthemis austriaca,FALSE,694
695,ANTMCAR,Anthemis carpatica,Anthemis carpatica,FALSE,695
696,ANTMCOT,Anthemis cotula,Anthemis cotula,FALSE,696
697,ANTMMON,Anthemis montana,Anthemis montana,FALSE,697
698,ANTMRUT,Anthemis ruthenica,Anthemis ruthenica,FALSE,698
699,ANTMSEG,Anthemis segetalis,Anthemis segetalis,FALSE,699
700,ANTMTIN,Anthemis tinctoria,Anthemis tinctoria,FALSE,700
701,ANTMT-S,Anthe tinct ssp. subti,Anthemis tinctoria ssp. subtinctoria,FALSE,701
702,ANTMT-T,Anthe tinct ssp. tinct,Anthemis tinctoria ssp. tinctoria,FALSE,702
703,ANTM-SP,Anthemis species,Anthemis species,FALSE,703
704,ANTRLIL,Anthericum liliago,Anthericum liliago,FALSE,704
705,ANTRRAM,Anthericum ramosum,Anthericum ramosum,FALSE,705
706,ANTR-SP,Anthericum species,Anthericum species,FALSE,706
707,ANTOAGR,Anthoceros agrestis,Anthoceros agrestis,FALSE,707
708,ANTOCAU,Anthoceros caucasicus,Anthoceros caucasicus,FALSE,708
709,ANTONEE,Anthoceros neesii,Anthoceros neesii,FALSE,709
710,ANTOPUN,Anthoceros punctatus,Anthoceros punctatus,FALSE,710
711,ANTO-SP,Anthoceros species,Anthoceros species,FALSE,711
712,ANTXALP,Anthoxanthum alpinum,Anthoxanthum alpinum,FALSE,712
713,ANTX#OD,Anthoxan odoratum agg.,Anthoxanthum odoratum agg.,FALSE,713
714,ANTXODO,Anthoxanthum odoratum,Anthoxanthum odoratum,FALSE,714
715,ANTXPUE,Anthoxanthum puelii,Anthoxanthum puelii,FALSE,715
716,ANTX-SP,Anthoxanthum species,Anthoxanthum species,FALSE,716
717,ANTICAU,Anthriscus caucalis,Anthriscus caucalis,FALSE,717
