SPECIES_NR,LETTERCODE,SHORTNAME,ABBREVIAT,SYNONYM,VALID_NR
13633,LAMI*HO,Lam x hol (L. alb x ma,Lamium x holsaticum (L. album x maculatum),FALSE,13633
13634,LARIKAE,Larix kaempferi,Larix kaempferi,FALSE,13634
13635,LATYNIO,Lathy nisso ssp. nisso,Lathyrus nissolia ssp. nissolia,FALSE,13635
13636,LATYNIL,Lathy nisso ssp. pubes,Lathyrus nissolia ssp. pubescens,FALSE,13636
13637,LEGOPEN,Legousia pentagonia,Legousia pentagonia,FALSE,13637
13638,LEMNMIU,Lemna minuta,Lemna minuta,FALSE,13638
13639,LEONH*H,Le hi ss hi x hi ss gl,Leontodon hispidus ssp. hispidus x hispidus ssp. glabrat,FALSE,13639
13640,LEON*AM,Le x am (L au x hi s g,Leontodon x ambiguus (L. autumnalis x hispidus ssp. glab,FALSE,13640
13641,LEOUJAP,Leonurus japonicus,Leonurus japonicus,FALSE,13641
13642,LEPCFAS,Leptochloa fasciculata,Leptochloa fasciculata,FALSE,13642
13643,LEPCFIL,Leptochloa filiformis,Leptochloa filiformis,FALSE,13643
13644,LEPCCHI,Leptochloa chinensis,Leptochloa chinensis,FALSE,13644
13645,LEUNVUA,Leuca vulga ssp. vulga,Leucanthemum vulgare ssp. vulgare,FALSE,13645
13646,LILICAN,Lilium candidum,Lilium candidum,FALSE,13646
13647,LILIREG,Lilium regale,Lilium regale,FALSE,13647
13648,LIRI-SP,Liriodendron species,Liriodendron species,FALSE,13648
13649,LIRITUL,Liriodendro tulipifera,Liriodendron tulipifera,FALSE,13649
13650,LOLI*HY,Lol x hyb (L. mul x pe,Lolium x hybridum (L. multiflorum x perenne),FALSE,13650
13651,LONIFRA,Lonicera fragrantissim,Lonicera fragrantissima,FALSE,13651
13652,LONINIT,Lonicera nitida,Lonicera nitida,FALSE,13652
13653,LONIPIL,Lonicera pileata,Lonicera pileata,FALSE,13653
13654,"LOTU""TE","Lotus ""Tetragonolobus""","Lotus ""Tetragonolobus""",FALSE,13654
13655,LOTUCOI,Lotus corni var. alpic,Lotus corniculatus var. alpicola,FALSE,13655
13656,LOTUCOC,Lotus corni var. hirsu,Lotus corniculatus var. hirsutus,FALSE,13656
13657,LOTUCOU,Lotus corni var. kochi,Lotus corniculatus var. kochii,FALSE,13657
13658,LOTUCOL,Lotus corni var. norve,Lotus corniculatus var. norvegicus,FALSE,13658
13659,LOTUCOA,Lotus corni var. sativ,Lotus corniculatus var. sativus,FALSE,13659
13660,LUZU*HE,Luz x hed (L. cam x su,Luzula x heddae (L. campestris x sudetica),FALSE,13660
13661,LUZU*HY,Luz x hyb (L. pal x su,Luzula x hybrida (L. pallescens x sudetica),FALSE,13661
13662,LUZU*ME,Luz x med (L. div x mu,Luzula x media (L. divugata x multiflora),FALSE,13662
13663,LUZU*VI,Luz x vin (L. luz x pi,Luzula x vinesii (L. luzulina x pilosa),FALSE,13663
13664,"LYCP""OE","Lycopodium ""oellgaardi","Lycopodium ""oellgaardii""",FALSE,13664
13665,LYCPSEC,Lycopodi sect. Diphasi,Lycopodium sect. Diphasium,FALSE,13665
13666,LYCPSET,Lycopodi sect. Lycopod,Lycopodium sect. Lycopodium,FALSE,13666
13667,LYCUEUP,Lycop europ ssp. menth,Lycopus europaeus ssp. menthifolius,FALSE,13667
13668,MACUPOM,Maclura pomifera,Maclura pomifera,FALSE,13668
13669,MACU-SP,Maclura species,Maclura species,FALSE,13669
13670,MAGNACU,Magnolia acuminata,Magnolia acuminata,FALSE,13670
13671,MAGNHYP,Magnolia hypoleuca,Magnolia hypoleuca,FALSE,13671
13672,MAGNKOB,Magnolia kobus,Magnolia kobus,FALSE,13672
13673,MAGN-SP,Magnolia species,Magnolia species,FALSE,13673
13674,MAGNSTE,Magnolia stellata,Magnolia stellata,FALSE,13674
13675,MAGN*SO,Magnolia x soulangeana,Magnolia x soulangeana,FALSE,13675
13676,ORIGMAJ,Origanum majorana,Majorana hortensis,TRUE,7331
13677,ORIG-SP,Origanum species,Majorana species,TRUE,7335
13678,MALCBIC,Malcolmia bicolor,Malcolmia bicolor,FALSE,13678
13679,MALUBAC,Malus baccata,Malus baccata,FALSE,13679
13680,MALUFLO,Malus floribunda,Malus floribunda,FALSE,13680
13681,MALUFUS,Malus fusca,Malus fusca,FALSE,13681
13682,MALU*DA,Mal x das (M. dom x sy,Malus x dasyphylla (M. domestica x sylvestris),TRUE,6555
13683,MALU*PU,Mal x pur (M x at x ni,Malus x purpurea (M. x atrosanguinea x niedzwetzkyana),FALSE,13683
13684,MALV*AD,Mal x adu (M. neg x pu,Malva x adulterina (M. neglecta x pusilla),FALSE,13684
13685,MALV*ZO,Mal x zoe (M. neg x sy,Malva x zoernigii (M. neglecta x sylvestris),FALSE,13685
13686,MARR*PA,Mar x pan (M. per x vu,Marrubium x paniculatum (M. peregrinum x vulgare),FALSE,13686
13687,MATRREB,Matric recuti f. bayer,Matricaria recutita f. bayeri,FALSE,13687
13688,MECOCAM,Meconopsis cambrica,Meconopsis cambrica,FALSE,13688
13689,MELACRS,Melam crist var. crist,Melampyrum cristatum var. cristatum,FALSE,13689
13690,MELACRT,Melam crist var. solst,Melampyrum cristatum var. solstitiale,FALSE,13690
13691,MELANER,Melam nemor var. nemor,Melampyrum nemorosum var. nemorosum,FALSE,13691
13692,MELANES,Melam nemor var. praec,Melampyrum nemorosum var. praecox,FALSE,13692
13693,MELI*AS,Mel x asc (M. nut x pi,Melica x aschersonii (M. nutans x picta),FALSE,13693
13694,MENT-PU,"Mentha ""Pulegium""","Mentha ""Pulegium""",FALSE,13694
13695,MENTSPA,Mentha spicata s.lat.,Mentha spicata s.lat.,FALSE,13695
13696,METEGLY,Metasequoia glyptostro,Metasequoia glyptostroboides,FALSE,13696
13697,METE-SP,Metasequoia species,Metasequoia species,FALSE,13697
13698,MINUCOR,Minuartia corcontica,Minuartia corcontica,FALSE,13698
13699,MYOSLAF,Myosotis laxiflora+sco,Myosotis laxiflora+scorpioides,FALSE,13699
13700,MYOS*BO,Myo x boh (M. ram x sy,Myosotis x bohemica (M. ramosissima x sylvatica),FALSE,13700
13701,MYOS*KR,Myo x kra (M. arv x st,Myosotis x krajinae (M. arvensis x stenophylla),FALSE,13701
13702,MYOS*PS,Myo x pse (M. arv x ra,Myosotis x pseudohispida (M. arvensis x ramosissima),FALSE,13702
13703,MYOS*SU,Myo x suz (M. ces x pa,Myosotis x suzae (M. cespitosa x palustris),FALSE,13703
13704,NEPE*FA,Nep x faa (N. nep x ra,Nepeta x faasenii (N. nepetella x racemosa),FALSE,13704
13705,NUPH*SP,Nup x spe (N. lut x pu,Nuphar x spenneriana (N. lutea x pumila),FALSE,13705
13706,NYMP*BO,Nym x bor (N. alb x ca,Nymphaea x borealis (N. alba x candida),FALSE,13706
13707,ODON-OR,"Odontites ""Orthantha""","Odontites ""Orthantha""",FALSE,13707
13708,OENOCOR,Oenothera coronifera,Oenothera coronifera,FALSE,13708
13709,OENOFLA,Oenothera flava,Oenothera flava,FALSE,13709
13710,OENOFLV,Oenot flava ssp. tarax,Oenothera flava ssp. taraxacoides,FALSE,13710
13711,OENOMIS,Oenothera missouriensi,Oenothera missouriensis,FALSE,13711
13712,OENOSTR,Oenothera stricta,Oenothera stricta,FALSE,13712
13713,OENOTET,Oenothera tetragona,Oenothera tetragona,FALSE,13713
13714,OENO*AL,Oen x alb (O. amm x bi,Oenothera x albipercurva (O. ammophila x biennis),FALSE,13714
13715,OENO*PU,Oen x pun (O. bie x py,Oenothera x punctulata (O. biennis x pycnocarpa),FALSE,13715
13716,ONONR*S,Ononis repens x spinos,Ononis repens x spinosa,FALSE,13716
13717,ONON*PS,Ono x pse (O. arv x sp,Ononis x pseudohircina (O. arvensis x spinosa),FALSE,13717
13718,OPHRHOO,Ophry holos ssp. holub,Ophrys holoserica ssp. holubyana,FALSE,13718
13719,OPUNPHA,Opuntia phaeacantha,Opuntia phaeacantha,FALSE,13719
13720,ORCH*CA,Orc x can (O. mil x tr,Orchis x canuti (O. militaris x tridentata),FALSE,13720
13721,ORCH*DI,Orc x die (O. tri x us,Orchis x dietrichiana (O. tridentata x ustulata),FALSE,13721
13722,ORCH*HY,Orc x hyb (O. mil x pu,Orchis x hybrida (O. militaris x purpurea),FALSE,13722
13723,ORCH*LO,Orc x lor (O. mas x pa,Orchis x loreziana (O. mascula x pallens),FALSE,13723
13724,ORCH*TI,Orc x tim (O. cor x pa,Orchis x timbalii (O. coriophora x palustris),FALSE,13724
13725,ORNI*WI,Orn x wil (O. koc x bo,Ornithogalum x wildtii (O. kochii x boucheanum),FALSE,13725
13726,OROBALA,Orobanc alba ssp. alba,Orobanche alba ssp. alba,FALSE,13726
13727,OROBALC,Oroban alba ssp. major,Orobanche alba ssp. major,FALSE,13727
13728,OROBPUU,Oroba purpu var. purpu,Orobanche purpurea var. purpurea,FALSE,13728
13729,OSMUREG,Osmunda regalis,Osmunda regalis,FALSE,13729
13730,OSMU-SP,Osmunda species,Osmunda species,FALSE,13730
13731,OXALCON,Oxali corni var. corni,Oxalis corniculata var. corniculata,FALSE,13731
13732,OXALCOI,Oxali corni var. repen,Oxalis corniculata var. repens,FALSE,13732
13733,OXALPES,Oxalis pes-caprae,Oxalis pes-caprae,FALSE,13733
13734,PAEOLAC,Paeonia lactiflora,Paeonia lactiflora,FALSE,13734
13735,PAEOSUF,Paeonia suffruticosa,Paeonia suffruticosa,FALSE,13735
13736,PANICAI,Panic capil ssp. barbi,Panicum capillare ssp. barbipulvinatum,FALSE,13736
13737,PANICAL,Panic capil ssp. capil,Panicum capillare ssp. capillare,FALSE,13737
13738,PANIOBT,Panicum obtusum,Panicum obtusum,FALSE,13738
13739,PANISCR,Panicum scribneranum,Panicum scribneranum,FALSE,13739
13740,PAPADUL,"Papav dubiu ""ssp. leco","Papaver dubium ""ssp. lecoqii""",FALSE,13740
13741,PAPADUI,"Papav dubiu ""ssp. macu","Papaver dubium ""ssp. maculosum""",FALSE,13741
13742,PAPAORI,Papaver orientale,Papaver orientale,FALSE,13742
13743,PAPAPSE,Papaver pseudorientale,Papaver pseudorientale,FALSE,13743
13744,PAPARHE,Papav rhoea var. rhoea,Papaver rhoeas var. rhoeas,FALSE,13744
13745,PAPARHA,Papav rhoea var. strig,Papaver rhoeas var. strigosum,FALSE,13745
13746,PAPASET,Papaver setigerum,Papaver setigerum,FALSE,13746
13747,PAPA*IN,Pa x in (P d s c x d s,Papaver x intercedens (P. dubium ssp. confine x dubium s,FALSE,13747
13748,PARIPEN,Parietaria pensylvanic,Parietaria pensylvanica,FALSE,13748
13749,PENTSEM,Pentaglotti sempervire,Pentaglottis sempervirens,FALSE,13749
13750,PENT-SP,Pentaglottis species,Pentaglottis species,FALSE,13750
13751,"PERS""BI","Persicaria ""Bistorta""","Persicaria ""Bistorta""",FALSE,13751
13752,PERSAFF,Persicaria affinis,Persicaria affinis,FALSE,13752
13753,PERSPEN,Persicaria pensylvanic,Persicaria pensylvanica,FALSE,13753
13754,PERS*BI,Per x bic (P. lap x mi,Persicaria x bicolor (P. lapathifolia x mitis),FALSE,13754
13755,PERS*BR,Per x bra (P. mac x mi,Persicaria x brauniana (P. maculosa x minor),FALSE,13755
13756,PERS*CO,Per x con (P. mac x mi,Persicaria x condensata (P. maculosa x mitis),FALSE,13756
13757,PERS*FI,Per x fig (P. hyd x la,Persicaria x figertii (P. hydropiper x lapathifolia),FALSE,13757
13758,PERS*HE,Per x her (P. lap x mi,Persicaria x hervieri (P. lapathifolia x minor),FALSE,13758
13759,PERS*HY,Per x hyb (P. hyd x mi,Persicaria x hybrida (P. hydropiper x mitis),FALSE,13759
13760,PERS*IN,Per x int (P. hyd x ma,Persicaria x intercedens (P. hydropiper x maculosa),FALSE,13760
13761,PERS*LE,Per x len (P. lap x ma,Persicaria x lenticularis (P. lapathifolia x maculosa),FALSE,13761
13762,PERS*SU,Per x sub (P. hyd x mi,Persicaria x subglandulosa (P. hydropiper x minor),FALSE,13762
13763,PETS*CE,Pet x cel (P. alb x ka,Petasites x celakovskyi (P. albus x kablikianus),FALSE,13763
13764,PETS*IN,Pet x int (P. hyb x ka,Petasites x intercedens (P. hybridus x kablikianus),FALSE,13764
13765,PETS*RE,Pet x rec (P. alb x hy,Petasites x rechingeri (P. albus x hybridus),FALSE,13765
13766,PEUC-IM,"Peucedanum ""Imperatori","Peucedanum ""Imperatoria""",FALSE,13766
13767,PEUC-PE,Peucedanum sect. Peuce,Peucedanum sect. Peucedanum,FALSE,13767
13768,PHELAMU,Phellodendron amurense,Phellodendron amurense,FALSE,13768
13769,PHYSPUB,Physalis pubescens,Physalis pubescens,FALSE,13769
13770,PHYEO-F,Phyte orbic ssp. flexu,Phyteuma orbiculare ssp. flexuosum,FALSE,13770
13771,PHYEO-M,Phyte orbic ssp. monta,Phyteuma orbiculare ssp. montanum,FALSE,13771
13772,PHYEO-O,Phyte orbic ssp. orbic,Phyteuma orbiculare ssp. orbiculare,FALSE,13772
13773,PHYE*AD,Phy x adu (Ph nig x sp,Phyteuma x adulterinum (P. nigrum x spicatum),FALSE,13773
13774,PICEENG,Picea engelmannii,Picea engelmannii,FALSE,13774
13775,PICEGLA,Picea glauca,Picea glauca,FALSE,13775
13776,PICEMAR,Picea mariana,Picea mariana,FALSE,13776
13777,PICEOMO,Picea omorika,Picea omorika,FALSE,13777
13778,PICEORI,Picea orientalis,Picea orientalis,FALSE,13778
13779,PICEPUN,Picea pungens,Picea pungens,FALSE,13779
13780,PINGV*V,Pi vu va bo x vu va vu,Pinguicula vulgaris var. bohemica x vulgaris var. vulgar,FALSE,13780
13781,PINGVUA,Pingu vulga var. vulga,Pinguicula vulgaris var. vulgaris,FALSE,13781
13782,PINUBAN,Pinus banksiana,Pinus banksiana,FALSE,13782
13783,PINUCON,Pinus contorta,Pinus contorta,FALSE,13783
13784,PINUPON,Pinus ponderosa,Pinus ponderosa,FALSE,13784
13785,PINURIG,Pinus rigida,Pinus rigida,FALSE,13785
13786,PINUSCO,Pinus scopulorum,Pinus scopulorum,FALSE,13786
13787,PINU*CE,Pin x cel (P. mug x sy,Pinus x celakovskiorum (P. mugo x sylvestris),FALSE,13787
13788,PINU*DI,Pin x dig (P. rot x sy,Pinus x digenea (P. rotundata x sylvestris),FALSE,13788
13789,PINU*PS,Pin x pse (P. mug x ro,Pinus x pseudopumilio (P. mugo x rotundata),FALSE,13789
13790,PIST-SP,Pistia species,Pistia species,FALSE,13790
13791,PISTSTR,Pistia stratiotes,Pistia stratiotes,FALSE,13791
13792,PLAAMAA,Plant major ssp. ma+wi,Plantago major ssp. major+winteri,FALSE,13792
13793,PLAAMAM,Plant marit ssp. cilia,Plantago maritima ssp. ciliata,FALSE,13793
13794,PLAAMEA,Plant media ssp. longi,Plantago media ssp. longifolia,FALSE,13794
13795,PLAAMEB,Plant media ssp. media,Plantago media ssp. media,FALSE,13795
13796,PLAA*MI,Pla x mix (P. maj x me,Plantago x mixta (P. major x media),FALSE,13796
13797,PLAA*MO,Pl x m ( m s m x m s m,Plantago x moravica (P. major ssp. major x major ssp. me,FALSE,13797
13798,PLAE*HY,Pla x hyb (P. bif x ch,Platanthera x hybrida (P. bifolia x chlorantha),FALSE,13798
13799,PLASOCC,Platanus occidentalis,Platanus occidentalis,FALSE,13799
13800,PLASORI,Platanus orientalis,Platanus orientalis,FALSE,13800
13801,PLUMAUR,Plumbago auriculata,Plumbago auriculata,FALSE,13801
13802,PLUMEUR,Plumbago europaea,Plumbago europaea,FALSE,13802
13803,PLUM-SP,Plumbago species,Plumbago species,FALSE,13803
13804,POA A-A,Poa annua ssp. annua,Poa annua ssp. annua,FALSE,13804
13805,POA A-N,Poa annua ssp. notabil,Poa annua ssp. notabilis,FALSE,13805
13806,POA BUB,Poa bulbos ssp. bulbos,Poa bulbosa ssp. bulbosa,FALSE,13806
13807,POA BUO,Poa bulbos ssp. pseudo,Poa bulbosa ssp. pseudoconcinna,FALSE,13807
13808,POA COP,Poa compre ssp. compre,Poa compressa ssp. compressa,FALSE,13808
13809,POA COR,Poa compre ssp. langea,Poa compressa ssp. langeana auct.,FALSE,13809
13810,POA CRA,Poa crassipes,Poa crassipes,FALSE,13810
13811,POA NEL,Poa nemora ssp. nemora,Poa nemoralis ssp. nemoralis,FALSE,13811
13812,POA NEI,Poa nemora ssp. rigidu,Poa nemoralis ssp. rigidula,FALSE,13812
13813,POA PAS,Poa palust ssp. palust,Poa palustris ssp. palustris,FALSE,13813
13814,POA *FI,Poa x fig (P. com x ne,Poa x figertii (P. compressa x nemoralis),FALSE,13814
13815,POA *IN,Poa x int (P. nem x pa,Poa x intricata (P. nemoralis x palustris),FALSE,13815
13816,POA *NA,Poa x nan (P. ann x su,Poa x nannfeldii (P. annua x supina),FALSE,13816
13817,POA *PA,Poa x paw (P. cha x re,Poa x pawlowskii (P. chaixii x remota),FALSE,13817
13818,POA *SA,Poa x san (P. pra x tr,Poa x sanionis (P. pratensis x trivialis),FALSE,13818
13819,POA *SC,Poa x sch (P. com x pr,Poa x schurii (P. compressa x pratensis),FALSE,13819
13820,POLGAML,Polyg amare ssp. amare,Polygala amarella ssp. amarella,FALSE,13820
13821,POLGAMD,Polyg amare ssp. austr,Polygala amarella ssp. austriaca,FALSE,13821
13822,POLG*PA,Pol x paw (P. mul x vu,Polygala x pawlowskii (P. multicaulis x vulgaris),FALSE,13822
13823,POLG*SK,Pol x skr (P. ama x co,Polygala x skrivanekii (P. amarella x comosa),FALSE,13823
13824,POLT*LU,Pol x lue (P. acu x br,Polystichum x luerssenii (P. aculeatum x braunii),FALSE,13824
13825,PONTCOR,Pontederia cordata,Pontederia cordata,FALSE,13825
13826,POPUBAL,Populus balsamifera,Populus balsamifera,FALSE,13826
13827,POPUCAN,Populus candicans,Populus candicans,FALSE,13827
13828,POPUNIA,Populus nigra agg.,Populus nigra agg.,FALSE,13828
13829,POPUNIR,Populus nigra 'Italica,Populus nigra 'Italica',FALSE,13829
13830,POPUSIM,Populus simonii,Populus simonii,FALSE,13830
13831,POPUTRI,Populus trichocarpa,Populus trichocarpa,FALSE,13831
13832,POPU*BE,Pop x be (P la x ni 'I,Populus x berolinensis (P. laurifolia x nigra 'Italica'),FALSE,13832
13833,POPU*GE,Pop x gen (P. ang x tr,Populus x generosa (P. angulata x trichocarpa),FALSE,13833
13834,POTA*FL,Pot x flu (P. luc x na,Potamogeton x fluitans (P. lucens x natans),FALSE,13834
13835,POTA*OL,Pot x oli (P. alp x cr,Potamogeton x olivaceus (P. alpinus x crispus),FALSE,13835
13836,POTEADS,Potentilla adscharica,Potentilla adscharica,FALSE,13836
13837,POTEARB,Potentilla arbuscula,Potentilla arbuscula,FALSE,13837
13838,POTECRN,Poten crant ssp. serpe,Potentilla crantzii ssp. serpentini,FALSE,13838
13839,POTEC*T,Pote cra ssp ser x tab,Potentilla crantzii ssp. serpentini x tabernaemontani,FALSE,13839
13840,POTECRT,Poten crant var. crant,Potentilla crantzii var. crantzii,FALSE,13840
13841,POTEGLA,Potentilla glabrata,Potentilla glabrata,FALSE,13841
13842,POTEPAR,Potentilla parvifolia,Potentilla parvifolia,FALSE,13842
13843,POTERAD,Potentilla radiata,Potentilla radiata,FALSE,13843
13844,POTESUI,Poten supin ssp. parad,Potentilla supina ssp. paradoxa,FALSE,13844
13845,POTESUN,Poten supin ssp. supin,Potentilla supina ssp. supina,FALSE,13845
13846,POTE*AD,Po x ad (P ar x he x t,Potentilla x adulterina (P. arenaria x heptaphylla x tab,FALSE,13846
13847,POTE*AU,Pot x aur (P. hep x ta,Potentilla x aurulenta (P. heptaphylla x tabernaemontani,FALSE,13847
13848,POTE*BA,Pot x bay (P. lin x ta,Potentilla x bayeri (P. lindackeri x tabernaemontani),FALSE,13848
13849,POTE*BO,Pot x boe (P. fil x ta,Potentilla x boetzkesii (P. filiformis x tabernaemontani,FALSE,13849
13850,POTE*BU,Pot x bud (P. are x pa,Potentilla x budaiana (P. arenaria x patula),FALSE,13850
13851,POTE*CA,Pot x cas (P. fil x he,Potentilla x castriferrei (P. filiformis x heptaphylla),FALSE,13851
13852,POTE*GI,Pot x gin (P. are x fi,Potentilla x ginsiensis (P. arenaria x filiformis),FALSE,13852
13853,POTE*HE,Pot x hed (P. arg x sp,Potentilla x hedrichii (P. argentea x species),FALSE,13853
13854,POTE*HR,Pot x her (P. inc x re,Potentilla x herbichii (P. inclinata x recta),FALSE,13854
13855,POTE*HY,Pot x hyb (P. alb x st,Potentilla x hybrida (P. alba x sterilis),FALSE,13855
13856,POTE*IT,Pot x ita (P. ere x re,Potentilla x italica (P. erecta x reptans),FALSE,13856
13857,POTERAD,Potentilla radiata,Potentilla x leteae,TRUE,13843
13858,POTE*MA,Pot x mat (P. hep x pa,Potentilla x matraensis (P. heptaphylla x patula),FALSE,13858
13859,POTE*SE,Pot x sem (P. arg x in,Potentilla x semiargentea (P. argentea x inclinata),FALSE,13859
13860,POTE*SU,Pot x sub (P. are x ta,Potentilla x subarenaria (P. arenaria x tabernaemontani),FALSE,13860
13861,POTE*SB,Pot x sub (P. ang x er,Potentilla x suberecta (P. anglica x erecta),FALSE,13861
13862,PRIMELI,Primu elati ssp. corco,Primula elatior ssp. corcontica,FALSE,13862
13863,PRIMELO,Primu elati ssp. elati,Primula elatior ssp. elatior,FALSE,13863
13864,PRIMELB,Primu elati ssp. tatre,Primula elatior ssp. tatrensis,FALSE,13864
13865,PRIM*ME,Pri x med (P. ela x ve,Primula x media (P. elatior x veris),FALSE,13865
13866,PRIM*PU,Primula x pubescens,Primula x pubescens,FALSE,13866
13867,PRUN*DI,Pru x dis (P. gra x la,Prunella x dissecta (P. grandiflora x laciniata),FALSE,13867
13868,PRUN*IN,Pru x int (P. lac x vu,Prunella x intermedia (P. laciniata x vulgaris),FALSE,13868
13869,PRUN*SP,Pru x spu (P. gra x vu,Prunella x spuria (P. grandiflora x vulgaris),FALSE,13869
13870,PRUUA*M,Prunus avium x mahaleb,Prunus avium x mahaleb,FALSE,13870
13871,PRUUJAP,Prunus japonica,Prunus japonica,FALSE,13871
13872,PRUULAU,Prunus laurocerasus,Prunus laurocerasus,FALSE,13872
13873,PRUUMAA,Prunu mahal ssp. mahal,Prunus mahaleb ssp. mahaleb,FALSE,13873
13874,PRUUMAL,Prunu mahal ssp. simon,Prunus mahaleb ssp. simonkaii,FALSE,13874
13875,PRUUSEU,Prunus serrulata,Prunus serrulata,FALSE,13875
13876,PRUUSUB,Prunus subhirtella,Prunus subhirtella,FALSE,13876
13877,PRUUTRI,Prunus triloba,Prunus triloba,FALSE,13877
13878,PRUUVIR,Prunus virginiana,Prunus virginiana,FALSE,13878
13879,PRUU*EF,Pru x eff (P. avi x ce,Prunus x effusa (P. avium x cerasus),FALSE,13879
13880,PRUU*UM,Pru x umb (P. fru x ma,Prunus x umbellifera (P. fruticosa x mahaleb),FALSE,13880
13881,PSEYL*S,Pseu lon x spu ssp fol,Pseudolysimachion longifolium x spurium ssp. foliosum,FALSE,13881
13882,PSEYSPA,Pseud spica ssp. spica,Pseudolysimachion spicatum ssp. spicatum,FALSE,13882
13883,PSEYSPR,Pseud spuri ssp. folio,Pseudolysimachion spurium ssp. foliosum,FALSE,13883
13884,PSEY*ME,Pse x med (P. lon x sp,Pseudolysimachion x medium (P. longifolium x spicatum),FALSE,13884
13885,PSEXGLA,Pseudotsuga glauca,Pseudotsuga glauca,FALSE,13885
13886,PTECPTE,Pterocarya pterocarpa,Pterocarya pterocarpa,FALSE,13886
13887,PTEC-SP,Pterocarya species,Pterocarya species,FALSE,13887
13888,PULMRUB,Pulmonaria rubra,Pulmonaria rubra,FALSE,13888
13889,PULM*DI,Pul x dig (P. mol x of,Pulmonaria x digenea (P. mollis x officinalis),FALSE,13889
13890,PULM*HE,Pul x hei (P. ang x mo,Pulmonaria x heinrichii (P. angustifolia x mollis),FALSE,13890
13891,PULM*HY,Pul x hyb (P. ang x of,Pulmonaria x hybrida (P. angustifolia x officinalis),FALSE,13891
13892,PULM*IN,Pul x int (P. mol x ob,Pulmonaria x intermedia (P. mollis x obscura),FALSE,13892
13893,PULM*NO,Pul x not (P. ang x ob,Pulmonaria x notha (P. angustifolia x obscura),FALSE,13893
13894,PULSVEN,Pulsa verna var. alpes,Pulsatilla vernalis var. alpestris,FALSE,13894
13895,PULSVEA,Pulsa verna var. verna,Pulsatilla vernalis var. vernalis,FALSE,13895
13896,PULS*CE,Pul x ce (P pr ss bo x,Pulsatilla x celakovskyana (P. pratensis ssp. bohemica x,FALSE,13896
13897,PULS*HA,Pu x ha (P pa x pr s b,Pulsatilla x hackelii (P. patens x pratensis ssp. bohemi,FALSE,13897
13898,PULS*MI,Pu x mi (P gr x pr s b,Pulsatilla x mixta (P. grandis x pratensis ssp. bohemica,FALSE,13898
13899,PUSCSCI,Puschkinia scilloides,Puschkinia scilloides,FALSE,13899
