"","species_nr","lettercode","synonym","turboveg_czechia_slovakia","kaplan","expert_system","nonvascular","n"
"9461",1934,"CALOSCR",FALSE,"Caloplaca scrobiculata","Caloplaca scrobiculata","Caloplaca scrobiculata",1,NA
"9462",1935,"CALOSIN",FALSE,"Caloplaca sinapisperma","Caloplaca sinapisperma","Caloplaca sinapisperma",1,NA
"9463",1936,"CALOSOR",FALSE,"Caloplaca sorocarpa","Caloplaca sorocarpa","Caloplaca sorocarpa",1,NA
"9464",1951,"CALO-SP",FALSE,"Caloplaca species","Caloplaca species","Caloplaca species",1,NA
"9465",1937,"CALOSTE",FALSE,"Caloplaca steropea","Caloplaca steropea","Caloplaca steropea",1,NA
"9466",1938,"CALOSTI",FALSE,"Caloplaca stillicidiorum","Caloplaca stillicidiorum","Caloplaca stillicidiorum",1,NA
"9467",1939,"CALOSUB",FALSE,"Caloplaca subpallida","Caloplaca subpallida","Caloplaca subpallida",1,NA
"9468",1940,"CALOTEI",FALSE,"Caloplaca teicholyta","Caloplaca teicholyta","Caloplaca teicholyta",1,NA
"9469",1941,"CALOTET",FALSE,"Caloplaca tetraspora","Caloplaca tetraspora","Caloplaca tetraspora",1,NA
"9470",1942,"CALOTIR",FALSE,"Caloplaca tiroliensis","Caloplaca tiroliensis","Caloplaca tiroliensis",1,NA
"9471",1943,"CALOTOM",FALSE,"Caloplaca tominii","Caloplaca tominii","Caloplaca tominii",1,NA
"9472",1944,"CALOTOR",FALSE,"Caloplaca tornoensis","Caloplaca tornoensis","Caloplaca tornoensis",1,NA
"9473",1945,"CALOTRI",FALSE,"Caloplaca tristiuscula","Caloplaca tristiuscula","Caloplaca tristiuscula",1,NA
"9474",1946,"CALOVAR",FALSE,"Caloplaca variabilis","Caloplaca variabilis","Caloplaca variabilis",1,NA
"9475",1948,"CALOVIE",FALSE,"Caloplaca vitellinula","Caloplaca vitellinula","Caloplaca vitellinula",1,NA
"9476",1947,"CALOVIT",FALSE,"Caloplaca vitellinaria","Caloplaca vitellinaria","Caloplaca vitellinaria",1,NA
"9477",1949,"CALOXAN",FALSE,"Caloplaca xantholyta","Caloplaca xantholyta","Caloplaca xantholyta",1,NA
"9478",1950,"CALOXER",FALSE,"Caloplaca xerica","Caloplaca xerica","Caloplaca xerica",1,NA
"9479",1823,"CALRCOR",FALSE,"Calliergon cordifolium","Calliergon cordifolium","Calliergon cordifolium",1,NA
"9480",1824,"CALRGIG",FALSE,"Calliergon giganteum","Calliergon giganteum","Calliergon giganteum",1,NA
"9481",1825,"CALRMEG",FALSE,"Calliergon megalophyllum","Calliergon megalophyllum","Calliergon megalophyllum",1,NA
"9482",1826,"CALROBT",FALSE,"Calliergon obtusifolium","Calliergon obtusifolium","Calliergon obtusifolium",1,NA
"9483",1827,"CALRORB",FALSE,"Calliergon orbiculari-cordatum","Calliergon orbiculari-cordatum","Calliergon orbiculari-cordatum",1,NA
"9484",1828,"CALRRIC",FALSE,"Calliergon richardsonii","Calliergon richardsonii","Calliergon richardsonii",1,NA
"9485",1829,"CALRSAR",FALSE,"Calliergon sarmentosum","Calliergon sarmentosum","Calliergon sarmentosum",1,NA
"9486",1833,"CALR-SP",FALSE,"Calliergon species","Calliergon species","Calliergon species",1,NA
"9487",1830,"CALRSTR",FALSE,"Calliergon stramineum","Calliergon stramineum","Calliergon stramineum",1,NA
"9488",1831,"CALRTRI",FALSE,"Calliergon trifarium","Calliergon trifarium","Calliergon trifarium",1,NA
"9489",1832,"CALRTUR",FALSE,"Calliergon turgescens","Calliergon turgescens","Calliergon turgescens",1,NA
"9490",1821,"CALUHAL",FALSE,"Callicladium haldanianum","Callicladium haldanianum","Callicladium haldanianum",1,NA
"9491",1822,"CALU-SP",FALSE,"Callicladium species","Callicladium species","Callicladium species",1,NA
"9492",1954,"CALYERO",FALSE,"Calymperes erosum","Calymperes erosum","Calymperes erosum",1,NA
"9493",1955,"CALY-SP",FALSE,"Calymperes species","Calymperes species","Calymperes species",1,NA
"9494",2063,"CAMLA;A",FALSE,"Campylopus atrovirens var. adustus","Campylopus atrovirens var. adustus","Campylopus atrovirens var. adustus",1,NA
"9495",2064,"CAMLA;T",FALSE,"Campylopus atrovirens var. atrovirens","Campylopus atrovirens var. atrovirens","Campylopus atrovirens var. atrovirens",1,NA
"9496",2062,"CAMLATR",FALSE,"Campylopus atrovirens","Campylopus atrovirens","Campylopus atrovirens",1,NA
"9497",2065,"CAMLBRE",FALSE,"Campylopus brevipilus","Campylopus brevipilus","Campylopus brevipilus",1,NA
"9498",2066,"CAMLFLE",FALSE,"Campylopus flexuosus","Campylopus flexuosus","Campylopus flexuosus",1,NA
"9499",2067,"CAMLFRA",FALSE,"Campylopus fragilis","Campylopus fragilis","Campylopus fragilis",1,NA
"9500",2068,"CAMLGRA",FALSE,"Campylopus gracilis","Campylopus gracilis","Campylopus gracilis",1,NA
"9501",2069,"CAMLINT",FALSE,"Campylopus introflexus","Campylopus introflexus","Campylopus introflexus",1,NA
"9502",2070,"CAMLOER",FALSE,"Campylopus oerstedianus","Campylopus oerstedianus","Campylopus oerstedianus",1,NA
"9503",2071,"CAMLPIL",FALSE,"Campylopus pilifer","Campylopus pilifer","Campylopus pilifer",1,NA
"9504",2072,"CAMLPYR",FALSE,"Campylopus pyriformis","Campylopus pyriformis","Campylopus pyriformis",1,NA
"9505",2073,"CAMLSCH",FALSE,"Campylopus schimperi","Campylopus schimperi","Campylopus schimperi",1,NA
"9506",2074,"CAMLSET",FALSE,"Campylopus setifolius","Campylopus setifolius","Campylopus setifolius",1,NA
"9507",2075,"CAMLSHA",FALSE,"Campylopus shawii","Campylopus shawii","Campylopus shawii",1,NA
"9508",2077,"CAML-SP",FALSE,"Campylopus species","Campylopus species","Campylopus species",1,NA
"9509",2076,"CAMLSUB",FALSE,"Campylopus subulatus","Campylopus subulatus","Campylopus subulatus",1,NA
"9510",2078,"CAMOSAX",FALSE,"Campylostelium saxicola","Campylostelium saxicola","Campylostelium saxicola",1,NA
"9511",2080,"CAMO-SP",FALSE,"Campylostelium species","Campylostelium species","Campylostelium species",1,NA
"9512",2079,"CAMOSTR",FALSE,"Campylostelium strictum","Campylostelium strictum","Campylostelium strictum",1,NA
"9513",2050,"CAMYCAL",FALSE,"Campylium calcareum","Campylium calcareum","Campylium calcareum",1,NA
"9514",2051,"CAMYCHR",FALSE,"Campylium chrysophyllum","Campylium chrysophyllum","Campylium chrysophyllum",1,NA
"9515",2052,"CAMYELO",FALSE,"Campylium elodes","Campylium elodes","Campylium elodes",1,NA
"9516",2053,"CAMYHAL",FALSE,"Campylium halleri","Campylium halleri","Campylium halleri",1,NA
"9517",2054,"CAMYLAX",FALSE,"Campylium laxifolium","Campylium laxifolium","Campylium laxifolium",1,NA
"9518",2055,"CAMYLON",FALSE,"Campylium longicuspis","Campylium longicuspis","Campylium longicuspis",1,NA
"9519",2056,"CAMYPOL",FALSE,"Campylium polygamum","Campylium polygamum","Campylium polygamum",1,NA
"9520",2059,"CAMYS;P",FALSE,"Campylium stellatum var. protensum","Campylium stellatum var. protensum","Campylium stellatum",1,NA
"9521",2060,"CAMYS;S",FALSE,"Campylium stellatum var. stellatum","Campylium stellatum var. stellatum","Campylium stellatum",1,NA
"9522",2057,"CAMYSOM",FALSE,"Campylium sommerfeltii","Campylium sommerfeltii","Campylium sommerfeltii",1,NA
"9523",2061,"CAMY-SP",FALSE,"Campylium species","Campylium species","Campylium species",1,NA
"9524",2058,"CAMYSTE",FALSE,"Campylium stellatum","Campylium stellatum","Campylium stellatum",1,NA
"9525",2081,"CANDCON",FALSE,"Candelaria concolor","Candelaria concolor","Candelaria concolor",1,NA
"9526",2082,"CAND-SP",FALSE,"Candelaria species","Candelaria species","Candelaria species",1,NA
"9527",2085,"CANEA;U",FALSE,"Candelariella aurella var. unilocularis","Candelariella aurella var. unilocularis","Candelariella aurella var. unilocularis",1,NA
"9528",2084,"CANEAUE",FALSE,"Candelariella aurella f. smaragdula","Candelariella aurella f. smaragdula","Candelariella aurella f. smaragdula",1,NA
"9529",2083,"CANEAUR",FALSE,"Candelariella aurella","Candelariella aurella","Candelariella aurella",1,NA
"9530",2086,"CANECOR",FALSE,"Candelariella coralliza","Candelariella coralliza","Candelariella coralliza",1,NA
"9531",2087,"CANEEFF",FALSE,"Candelariella efflorescens","Candelariella efflorescens","Candelariella efflorescens",1,NA
"9532",2088,"CANEKUU",FALSE,"Candelariella kuusamoensis","Candelariella kuusamoensis","Candelariella kuusamoensis",1,NA
"9533",2089,"CANELUT",FALSE,"Candelariella lutella","Candelariella lutella","Candelariella lutella",1,NA
"9534",2090,"CANEMED",FALSE,"Candelariella medians","Candelariella medians","Candelariella medians",1,NA
"9535",2091,"CANEPLU",FALSE,"Candelariella plumbea","Candelariella plumbea","Candelariella plumbea",1,NA
"9536",2092,"CANEREF",FALSE,"Candelariella reflexa","Candelariella reflexa","Candelariella reflexa",1,NA
"9537",2096,"CANE-SP",FALSE,"Candelariella species","Candelariella species","Candelariella species",1,NA
"9538",2093,"CANESUB",FALSE,"Candelariella subdeflexa","Candelariella subdeflexa","Candelariella subdeflexa",1,NA
"9539",2094,"CANEVIT",FALSE,"Candelariella vitellina","Candelariella vitellina","Candelariella vitellina",1,NA
"9540",2095,"CANEXAN",FALSE,"Candelariella xanthostigma","Candelariella xanthostigma","Candelariella xanthostigma",1,NA
"9541",2109,"CARBAGG",FALSE,"Carbonea aggregantula","Carbonea aggregantula","Carbonea aggregantula",1,NA
"9542",2110,"CARBASS",FALSE,"Carbonea assimilis","Carbonea assimilis","Carbonea assimilis",1,NA
"9543",2111,"CARBATR",FALSE,"Carbonea atronivea","Carbonea atronivea","Carbonea atronivea",1,NA
"9544",2112,"CARBHAL",FALSE,"Carbonea halacsyi","Carbonea halacsyi","Carbonea halacsyi",1,NA
"9545",2116,"CARB-SP",FALSE,"Carbonea species","Carbonea species","Carbonea species",1,NA
"9546",2113,"CARBSUP",FALSE,"Carbonea supersparsa","Carbonea supersparsa","Carbonea supersparsa",1,NA
"9547",2114,"CARBVIT",FALSE,"Carbonea vitellinaria","Carbonea vitellinaria","Carbonea vitellinaria",1,NA
"9548",2115,"CARBVOR",FALSE,"Carbonea vorticosa","Carbonea vorticosa","Carbonea vorticosa",1,NA
"9549",2347,"CATIALP",FALSE,"Catillaria alpina","Catillaria alpina","Catillaria alpina",1,NA
"9550",2348,"CATIARG",FALSE,"Catillaria argillacea","Catillaria argillacea","Catillaria argillacea",1,NA
"9551",2349,"CATIATO",FALSE,"Catillaria atomarioides","Catillaria atomarioides","Catillaria atomarioides",1,NA
"9552",2350,"CATIC;C",FALSE,"Catillaria chalybeia var. chloropoliza","Catillaria chalybeia var. chloropoliza","Catillaria chalybeia var. chloropoliza",1,NA
"9553",2351,"CATICHA",FALSE,"Catillaria chalybeia","Catillaria chalybeia","Catillaria chalybeia",1,NA
"9554",2352,"CATICON",FALSE,"Catillaria contristans","Catillaria contristans","Catillaria contristans",1,NA
"9555",2353,"CATIDET",FALSE,"Catillaria detractula","Catillaria detractula","Catillaria detractula",1,NA
"9556",2354,"CATIERY",FALSE,"Catillaria erysiboides","Catillaria erysiboides","Catillaria erysiboides",1,NA
"9557",2355,"CATILEN",FALSE,"Catillaria lenticularis","Catillaria lenticularis","Catillaria lenticularis",1,NA
"9558",2356,"CATILOJ",FALSE,"Catillaria lojkana","Catillaria lojkana","Catillaria lojkana",1,NA
"9559",2357,"CATIMIN",FALSE,"Catillaria minuta","Catillaria minuta","Catillaria minuta",1,NA
"9560",2358,"CATINIG",FALSE,"Catillaria nigroclavata","Catillaria nigroclavata","Catillaria nigroclavata",1,NA
"9561",2359,"CATIPRA",FALSE,"Catillaria praeposita","Catillaria praeposita","Catillaria praeposita",1,NA
"9562",2360,"CATIRUG",FALSE,"Catillaria rugulosa","Catillaria rugulosa","Catillaria rugulosa",1,NA
"9563",2361,"CATISCU",FALSE,"Catillaria sculpturata","Catillaria sculpturata","Catillaria sculpturata",1,NA
"9564",2363,"CATI-SP",FALSE,"Catillaria species","Catillaria species","Catillaria species",1,NA
"9565",2362,"CATISPO",FALSE,"Catillaria spodiza","Catillaria spodiza","Catillaria spodiza",1,NA
"9566",2369,"CATO-SP",FALSE,"Catolechia species","Catolechia species","Catolechia species",1,NA
"9567",2368,"CATOWAH",FALSE,"Catolechia wahlenbergii","Catolechia wahlenbergii","Catolechia wahlenbergii",1,NA
"9568",2364,"CATRATR",FALSE,"Catinaria atropurpurea","Catinaria atropurpurea","Catinaria atropurpurea",1,NA
"9569",2365,"CATRLAU",FALSE,"Catinaria laureri","Catinaria laureri","Catinaria laureri",1,NA
"9570",2366,"CATRNEU",FALSE,"Catinaria neuschildii","Catinaria neuschildii","Catinaria neuschildii",1,NA
"9571",2367,"CATR-SP",FALSE,"Catinaria species","Catinaria species","Catinaria species",1,NA
"9572",2370,"CATSNIG",FALSE,"Catoscopium nigritum","Catoscopium nigritum","Catoscopium nigritum",1,NA
"9573",2371,"CATS-SP",FALSE,"Catoscopium species","Catoscopium species","Catoscopium species",1,NA
"9574",2332,"CATYCIN",FALSE,"Catapyrenium cinereum","Catapyrenium cinereum","Catapyrenium cinereum",1,NA
"9575",2333,"CATYDAE",FALSE,"Catapyrenium daedaleum","Catapyrenium daedaleum","Catapyrenium daedaleum",1,NA
"9576",2334,"CATYIMB",FALSE,"Catapyrenium imbecillum","Catapyrenium imbecillum","Catapyrenium imbecillum",1,NA
"9577",2336,"CATYL;O",FALSE,"Catapyrenium lachneum var. oleosum","Catapyrenium lachneum var. oleosum","Catapyrenium lachneum var. oleosum",1,NA
"9578",2335,"CATYLAC",FALSE,"Catapyrenium lachneum","Catapyrenium lachneum","Catapyrenium lachneum",1,NA
"9579",2337,"CATYLAI",FALSE,"Catapyrenium lacinulatum","Catapyrenium lacinulatum","Catapyrenium lacinulatum",1,NA
"9580",2338,"CATYMIC",FALSE,"Catapyrenium michelii","Catapyrenium michelii","Catapyrenium michelii",1,NA
"9581",2339,"CATYNOR",FALSE,"Catapyrenium norvegicum","Catapyrenium norvegicum","Catapyrenium norvegicum",1,NA
"9582",2340,"CATYPIL",FALSE,"Catapyrenium pilosellum","Catapyrenium pilosellum","Catapyrenium pilosellum",1,NA
"9583",2341,"CATYRUF",FALSE,"Catapyrenium rufescens","Catapyrenium rufescens","Catapyrenium rufescens",1,NA
"9584",2346,"CATY-SP",FALSE,"Catapyrenium species","Catapyrenium species","Catapyrenium species",1,NA
"9585",2342,"CATYSQU",FALSE,"Catapyrenium squamulosum","Catapyrenium squamulosum","Catapyrenium squamulosum",1,NA
"9586",2343,"CATYTRA",FALSE,"Catapyrenium trachyticum","Catapyrenium trachyticum","Catapyrenium trachyticum",1,NA
"9587",2344,"CATYVEL",FALSE,"Catapyrenium velebiticum","Catapyrenium velebiticum","Catapyrenium velebiticum",1,NA
"9588",2345,"CATYWAL",FALSE,"Catapyrenium waltheri","Catapyrenium waltheri","Catapyrenium waltheri",1,NA
"9589",2378,"CECI-SP",FALSE,"Cecidonia species","Cecidonia species","Cecidonia species",1,NA
"9590",2376,"CECIUMB",FALSE,"Cecidonia umbonella","Cecidonia umbonella","Cecidonia umbonella",1,NA
"9591",2377,"CECIXEN",FALSE,"Cecidonia xenophana","Cecidonia xenophana","Cecidonia xenophana",1,NA
"9592",2465,"CEPLL;C",FALSE,"Cephalophysis leucospila var. caelivicina","Cephalophysis leucospila var. caelivicina","Cephalophysis leucospila var. caelivicina",1,NA
"9593",2466,"CEPLL;L",FALSE,"Cephalophysis leucospila var. leucospila","Cephalophysis leucospila var. leucospila","Cephalophysis leucospila var. leucospila",1,NA
"9594",2467,"CEPLLEU",FALSE,"Cephalophysis leucospila","Cephalophysis leucospila","Cephalophysis leucospila",1,NA
"9595",2468,"CEPL-SP",FALSE,"Cephalophysis species","Cephalophysis species","Cephalophysis species",1,NA
"9596",2469,"CEPOAMB",FALSE,"Cephalozia ambigua","Cephalozia ambigua","Cephalozia ambigua",1,NA
"9597",2471,"CEPOB;B",FALSE,"Cephalozia bicuspidata var. bicuspidata","Cephalozia bicuspidata var. bicuspidata","Cephalozia bicuspidata var. bicuspidata",1,NA
"9598",2472,"CEPOB;L",FALSE,"Cephalozia bicuspidata var. lammersiana","Cephalozia bicuspidata var. lammersiana","Cephalozia bicuspidata",1,NA
"9599",2470,"CEPOBIC",FALSE,"Cephalozia bicuspidata","Cephalozia bicuspidata","Cephalozia bicuspidata",1,NA
"9600",2473,"CEPOCAT",FALSE,"Cephalozia catenulata","Cephalozia catenulata","Cephalozia catenulata",1,NA
"9601",2474,"CEPOCON",FALSE,"Cephalozia connivens","Cephalozia connivens","Cephalozia connivens",1,NA
"9602",2475,"CEPOHIB",FALSE,"Cephalozia hibernica","Cephalozia hibernica","Cephalozia hibernica",1,NA
"9603",2476,"CEPOLAC",FALSE,"Cephalozia lacinulata","Cephalozia lacinulata","Cephalozia lacinulata",1,NA
"9604",2477,"CEPOLEU",FALSE,"Cephalozia leucantha","Cephalozia leucantha","Cephalozia leucantha",1,NA
"9605",2478,"CEPOLOI",FALSE,"Cephalozia loitlesbergeri","Cephalozia loitlesbergeri","Cephalozia loitlesbergeri",1,NA
"9606",2479,"CEPOLUN",FALSE,"Cephalozia lunulifolia","Cephalozia lunulifolia","Cephalozia lunulifolia",1,NA
"9607",2482,"CEPOM;M",FALSE,"Cephalozia macrostachya var. macrostachya","Cephalozia macrostachya var. macrostachya","Cephalozia macrostachya var. macrostachya",1,NA
"9608",2483,"CEPOM;S",FALSE,"Cephalozia macrostachya var. spinifera","Cephalozia macrostachya var. spinifera","Cephalozia macrostachya var. spinifera",1,NA
"9609",2480,"CEPOMAC",FALSE,"Cephalozia macounii","Cephalozia macounii","Cephalozia macounii",1,NA
"9610",2481,"CEPOMAR",FALSE,"Cephalozia macrostachya","Cephalozia macrostachya","Cephalozia macrostachya",1,NA
"9611",2484,"CEPOPLE",FALSE,"Cephalozia pleniceps","Cephalozia pleniceps","Cephalozia pleniceps",1,NA
"9612",2485,"CEPO-SP",FALSE,"Cephalozia species","Cephalozia species","Cephalozia species",1,NA
"9613",2486,"CEPZARC",FALSE,"Cephaloziella arctica","Cephaloziella arctica","Cephaloziella arctica",1,NA
"9614",2487,"CEPZBAU",FALSE,"Cephaloziella baumgartneri","Cephaloziella baumgartneri","Cephaloziella baumgartneri",1,NA
"9615",2488,"CEPZCAL",FALSE,"Cephaloziella calyculata","Cephaloziella calyculata","Cephaloziella calyculata",1,NA
"9616",2491,"CEPZD;D",FALSE,"Cephaloziella divaricata var. divaricata","Cephaloziella divaricata var. divaricata","Cephaloziella divaricata var. divaricata",1,NA
"9617",2492,"CEPZD;S",FALSE,"Cephaloziella divaricata var. scabra","Cephaloziella divaricata var. scabra","Cephaloziella divaricata var. scabra",1,NA
"9618",2489,"CEPZDEN",FALSE,"Cephaloziella dentata","Cephaloziella dentata","Cephaloziella dentata",1,NA
"9619",2490,"CEPZDIV",FALSE,"Cephaloziella divaricata","Cephaloziella divaricata","Cephaloziella divaricata",1,NA
"9620",2493,"CEPZELA",FALSE,"Cephaloziella elachista","Cephaloziella elachista","Cephaloziella elachista",1,NA
"9621",2494,"CEPZELE",FALSE,"Cephaloziella elegans","Cephaloziella elegans","Cephaloziella elegans",1,NA
"9622",2495,"CEPZGRI",FALSE,"Cephaloziella grimsulana","Cephaloziella grimsulana","Cephaloziella grimsulana",1,NA
"9623",2496,"CEPZHAM",FALSE,"Cephaloziella hampeana","Cephaloziella hampeana","Cephaloziella hampeana",1,NA
"9624",2497,"CEPZINT",FALSE,"Cephaloziella integerrima","Cephaloziella integerrima","Cephaloziella integerrima",1,NA
"9625",2498,"CEPZMAS",FALSE,"Cephaloziella massalongi","Cephaloziella massalongi","Cephaloziella massalongi",1,NA
"9626",2499,"CEPZNIC",FALSE,"Cephaloziella nicholsonii","Cephaloziella nicholsonii","Cephaloziella nicholsonii",1,NA
"9627",2500,"CEPZPHY",FALSE,"Cephaloziella phyllacantha","Cephaloziella phyllacantha","Cephaloziella phyllacantha",1,NA
"9628",2502,"CEPZR;A",FALSE,"Cephaloziella rubella var. arctogena","Cephaloziella rubella var. arctogena","Cephaloziella rubella var. arctogena",1,NA
"9629",2503,"CEPZR;R",FALSE,"Cephaloziella rubella var. rubella","Cephaloziella rubella var. rubella","Cephaloziella rubella var. rubella",1,NA
"9630",2504,"CEPZR;S",FALSE,"Cephaloziella rubella var. sullivantii","Cephaloziella rubella var. sullivantii","Cephaloziella rubella var. sullivantii",1,NA
"9631",2501,"CEPZRUB",FALSE,"Cephaloziella rubella","Cephaloziella rubella","Cephaloziella rubella",1,NA
"9632",2509,"CEPZ-SP",FALSE,"Cephaloziella species","Cephaloziella species","Cephaloziella species",1,NA
"9633",2505,"CEPZSPI",FALSE,"Cephaloziella spinigera","Cephaloziella spinigera","Cephaloziella spinigera",1,NA
"9634",2506,"CEPZSTE",FALSE,"Cephaloziella stellulifera","Cephaloziella stellulifera","Cephaloziella stellulifera",1,NA
"9635",2507,"CEPZTUR",FALSE,"Cephaloziella turneri","Cephaloziella turneri","Cephaloziella turneri",1,NA
"9636",2508,"CEPZUNC",FALSE,"Cephaloziella uncinata","Cephaloziella uncinata","Cephaloziella uncinata",1,NA
"9637",2564,"CERCCAU",FALSE,"Cercidospora caudata","Cercidospora caudata","Cercidospora caudata",1,NA
"9638",2565,"CERCCEC",FALSE,"Cercidospora cecidiiformans","Cercidospora cecidiiformans","Cercidospora cecidiiformans",1,NA
"9639",2566,"CERCEPI",FALSE,"Cercidospora epipolytropa","Cercidospora epipolytropa","Cercidospora epipolytropa",1,NA
"9640",2567,"CERCLIC",FALSE,"Cercidospora lichenicola","Cercidospora lichenicola","Cercidospora lichenicola",1,NA
"9641",2571,"CERC-SP",FALSE,"Cercidospora species","Cercidospora species","Cercidospora species",1,NA
"9642",2568,"CERCSTE",FALSE,"Cercidospora stereocaulorum","Cercidospora stereocaulorum","Cercidospora stereocaulorum",1,NA
"9643",2569,"CERCULO",FALSE,"Cercidospora ulothii","Cercidospora ulothii","Cercidospora ulothii",1,NA
"9644",2570,"CERCVER",FALSE,"Cercidospora verrucosaria","Cercidospora verrucosaria","Cercidospora verrucosaria",1,NA
"9645",2549,"CEROCON",FALSE,"Ceratodon conicus","Ceratodon conicus","Ceratodon conicus",1,NA
"9646",2550,"CEROHET",FALSE,"Ceratodon heterophyllus","Ceratodon heterophyllus","Ceratodon heterophyllus",1,NA
"9647",2552,"CEROP-C",FALSE,"Ceratodon purpureus ssp. conicus","Ceratodon purpureus ssp. conicus","Ceratodon purpureus ssp. conicus",1,NA
"9648",2553,"CEROP-P",FALSE,"Ceratodon purpureus ssp. purpureus","Ceratodon purpureus ssp. purpureus","Ceratodon purpureus ssp. purpureus",1,NA
"9649",2555,"CEROP-R",FALSE,"Ceratodon purpureus ssp. purpureus var. purpureus","Ceratodon purpureus ssp. purpureus var. purpureus","Ceratodon purpureus ssp. purpureus var. purpureus",1,NA
"9650",2554,"CEROP-U",FALSE,"Ceratodon purpureus ssp. purpureus var. brevidens","Ceratodon purpureus ssp. purpureus var. brevidens","Ceratodon purpureus ssp. purpureus var. brevidens",1,NA
"9651",2551,"CEROPUR",FALSE,"Ceratodon purpureus","Ceratodon purpureus","Ceratodon purpureus",1,NA
"9652",2556,"CERO-SP",FALSE,"Ceratodon species","Ceratodon species","Ceratodon species",1,NA
"9653",2598,"CETECET",FALSE,"Cetrelia cetrarioides","Cetrelia cetrarioides","Cetrelia cetrarioides",1,NA
"9654",2599,"CETECHI",FALSE,"Cetrelia chicitae","Cetrelia chicitae","Cetrelia chicitae",1,NA
"9655",2600,"CETEOLI",FALSE,"Cetrelia olivetorum","Cetrelia olivetorum","Cetrelia olivetorum",1,NA
"9656",2601,"CETE-SP",FALSE,"Cetrelia species","Cetrelia species","Cetrelia species",1,NA
"9657",2580,"CETRAGN",FALSE,"Cetraria agnata","Cetraria agnata","Cetraria agnata",1,NA
"9658",2581,"CETRCHL",FALSE,"Cetraria chlorophylla","Cetraria chlorophylla","Cetraria chlorophylla",1,NA
"9659",2583,"CETRCOI",FALSE,"Cetraria commixta f. sorediella","Cetraria commixta f. sorediella","Cetraria commixta f. sorediella",1,NA
"9660",2582,"CETRCOM",FALSE,"Cetraria commixta","Cetraria commixta","Cetraria commixta",1,NA
"9661",2584,"CETRCUC",FALSE,"Cetraria cucullata","Cetraria cucullata","Cetraria cucullata",1,NA
"9662",2585,"CETRDEL",FALSE,"Cetraria delisei","Cetraria delisei","Cetraria delisei",1,NA
"9663",2586,"CETRERI",FALSE,"Cetraria ericetorum","Cetraria ericetorum","Cetraria ericetorum",1,NA
"9664",2587,"CETRHEP",FALSE,"Cetraria hepatizon","Cetraria hepatizon","Cetraria hepatizon",1,NA
"9665",2589,"CETRI-C",FALSE,"Cetraria islandica ssp. crispiformis","Cetraria islandica ssp. crispiformis","Cetraria islandica ssp. crispiformis",1,NA
"9666",2588,"CETRISL",FALSE,"Cetraria islandica","Cetraria islandica","Cetraria islandica",1,NA
"9667",2590,"CETRLAU",FALSE,"Cetraria laureri","Cetraria laureri","Cetraria laureri",1,NA
"9668",2591,"CETRNIV",FALSE,"Cetraria nivalis","Cetraria nivalis","Cetraria nivalis",1,NA
"9669",2592,"CETROAK",FALSE,"Cetraria oakesiana","Cetraria oakesiana","Cetraria oakesiana",1,NA
"9670",2593,"CETRPIN",FALSE,"Cetraria pinastri","Cetraria pinastri","Cetraria pinastri",1,NA
"9671",2594,"CETRSEP",FALSE,"Cetraria sepincola","Cetraria sepincola","Cetraria sepincola",1,NA
"9672",2597,"CETR-SP",FALSE,"Cetraria species","Cetraria species","Cetraria species",1,NA
"9673",2595,"CETRTIL",FALSE,"Cetraria tilesii","Cetraria tilesii","Cetraria tilesii",1,NA
"9674",2596,"CETRTUB",FALSE,"Cetraria tubulosa","Cetraria tubulosa","Cetraria tubulosa",1,NA
"9675",2667,"CHABASP",FALSE,"Chara aspera","Chara aspera","Chara aspera",1,NA
"9676",14429,"CHABBAL",FALSE,"Chara baltica","Chara baltica","Chara baltica",1,NA
"9677",2668,"CHABBAU",FALSE,"Chara baueri","Chara baueri","Chara baueri",1,NA
"9678",2669,"CHABCAN",FALSE,"Chara canescens","Chara canescens","Chara canescens",1,NA
"9679",2670,"CHABCON",FALSE,"Chara connivens","Chara connivens","Chara connivens",1,NA
"9680",13010,"CHABCOT",FALSE,"Chara contraria","Chara contraria","Chara contraria",1,NA
"9681",14430,"CHABCRA",FALSE,"Chara crassicaulis","Chara crassicaulis","Chara crassicaulis",1,NA
"9682",2671,"CHABDEL",FALSE,"Chara delicatula","Chara delicatula","Chara delicatula",1,NA
"9683",14431,"CHABDEN",FALSE,"Chara denudata","Chara denudata","Chara denudata",1,NA
"9684",14432,"CHABDES",FALSE,"Chara desmacantha","Chara desmacantha","Chara desmacantha",1,NA
"9685",14433,"CHABFIL",FALSE,"Chara filiformis","Chara filiformis","Chara filiformis",1,NA
"9686",14434,"CHABFRG",FALSE,"Chara fragifera","Chara fragifera","Chara fragifera",1,NA
"9687",2673,"CHABGAL",FALSE,"Chara galioides","Chara galioides","Chara galioides",1,NA
"9688",2672,"CHABGLO",FALSE,"Chara globularis","Chara fragilis","Chara globularis",1,NA
"9689",50090,"CHABGLO",TRUE,"Chara fragilis","Chara fragilis","Chara globularis",1,NA
"9690",14435,"CHABGYM",FALSE,"Chara gymnophylla","Chara gymnophylla","Chara gymnophylla",1,NA
"9691",2674,"CHABHIS",FALSE,"Chara hispida","Chara hispida","Chara hispida",1,NA
"9692",14436,"CHABHOR",FALSE,"Chara horrida","Chara horrida","Chara horrida",1,NA
