RELEVE_NR,SPECIES_NR,COVER_CODE,LAYER,_ORIG_NAME
11,6477,2m,6,
11,6499,1,6,
11,6941,r,6,
11,8218,1,6,
11,8375,+,6,
11,8388,r,6,
11,8851,4,1,
11,8851,+,7,
11,11287,+,7,
11,12072,+,6,
14,1775,1,6,
14,2013,1,6,
14,2022,+,6,
14,2136,+,6,
14,2206,r,6,
14,2315,2a,4,
14,2315,r,7,
14,3067,+,6,
14,3962,+,6,
14,4283,r,6,
14,4420,+,6,
14,4574,+,6,
14,4584,1,6,
14,4677,+,6,
14,4991,r,6,
14,5127,+,6,
14,5137,2m,6,
14,5165,+,6,
14,5432,2m,6,
14,5730,r,6,
14,6477,2a,6,
14,6941,+,6,
14,8058,2a,1,
14,8218,2a,6,
14,8375,r,6,
14,8388,+,6,
14,8599,2m,6,
14,8851,3,1,
14,8851,+,7,
14,10021,1,6,
14,10096,+,6,
14,10563,1,6,
14,10707,+,6,
14,11287,2a,4,
14,11287,r,7,
14,11821,+,6,
14,11833,r,6,
16,83,r,7,
16,1048,r,6,
16,1096,+,6,
16,2013,1,6,
16,2136,r,6,
16,2206,1,6,
16,2315,2a,1,
16,2315,2m,7,
16,3628,r,6,
16,4283,2m,6,
16,4419,r,6,
16,4548,+,6,
16,4568,1,6,
16,4610,+,6,
16,5127,2m,6,
16,5137,2m,6,
16,5165,+,6,
16,6477,2b,6,
16,6499,1,6,
16,6674,+,6,
16,6693,+,6,
16,6999,+,6,
16,8218,2m,6,
16,8388,+,6,
16,8675,+,7,
16,8851,4,1,
16,8851,2b,7,
16,9408,+,7,
16,9459,+,6,
16,10021,+,6,
16,10205,2m,6,
16,10337,+,7,
16,11288,+,7,
18,435,r,6,
18,961,1,6,
18,2018,r,6,
18,2315,+,1,
18,3067,+,6,
18,3169,+,7,
18,3282,1,6,
18,4111,+,7,
18,4552,1,6,
18,4922,2m,6,
18,5432,1,6,
18,5730,r,6,
18,6696,4,6,
18,6999,r,6,
18,8218,1,6,
18,8375,+,6,
18,8851,4,1,
18,8851,2a,7,
28,1775,2m,6,
28,2013,1,6,
28,2206,1,6,
28,2248,1,6,
28,2954,+,6,
28,4283,+,6,
28,6674,+,6,
28,6696,1,6,
28,8201,+,6,
28,8218,3,6,
28,8851,4,1,
28,8851,1,7,
28,11833,1,6,
29,2272,r,6,
29,2315,2a,1,
29,2315,+,7,
29,4283,+,6,
29,6696,2m,6,
29,8218,2b,6,
29,8851,4,1,
29,8851,2m,7,
29,11833,r,6,
31,1174,2a,6,
31,2315,2a,4,
31,4283,2m,6,
31,6674,1,6,
31,8026,r,7,
31,8218,+,6,
31,8851,4,1,
31,8851,1,7,
31,11287,2a,1,
31,11287,2m,4,
31,12126,r,1,
32,84,1,7,
32,227,+,6,
32,249,r,6,
32,1778,+,6,
32,2013,+,6,
32,2206,2m,6,
32,2262,+,6,
32,2272,+,6,
32,2315,2m,1,
32,2315,2m,7,
32,3473,+,6,
32,3792,+,6,
32,4122,1,6,
32,4283,1,6,
32,4430,+,7,
32,4532,1,6,
32,5137,r,6,
32,5165,+,6,
32,5353,+,6,
32,5611,+,6,
32,6477,1,6,
32,6484,+,6,
32,6545,1,6,
32,6674,2m,6,
32,6693,2a,6,
32,8058,2a,1,
32,8218,2b,6,
32,8851,2b,1,
32,8851,1,7,
32,8855,3,1,
32,8855,2m,7,
32,9459,r,6,
32,10107,+,6,
32,10337,r,7,
32,11287,1,7,
32,11821,r,6,
32,12109,+,6,
36,1775,+,6,
36,2206,1,6,
36,2315,2a,1,
36,2315,+,7,
36,4430,r,7,
36,4577,r,6,
36,6477,1,6,
36,6545,r,6,
36,6693,+,6,
36,6818,+,6,
36,8851,4,1,
36,8851,2m,7,
36,10563,+,6,
36,11287,r,7,
41,1775,r,6,
41,2315,+,7,
41,4568,2m,6,
41,5137,+,6,
41,5353,r,6,
41,5730,+,6,
41,6477,+,6,
41,6674,1,6,
41,8218,2b,6,
41,8851,4,1,
41,8851,3,7,
41,10563,2m,6,
41,11287,1,4,
41,11287,+,7,
41,11821,+,6,
41,12126,+,1,
42,80,+,7,
42,2013,+,6,
42,2315,2a,1,
42,2315,1,4,
42,2315,+,7,
42,3628,1,6,
42,4220,+,7,
42,4283,1,6,
42,4430,+,7,
42,4614,+,6,
42,5127,1,6,
42,5137,2m,6,
42,6477,2a,6,
42,6674,+,6,
42,8026,r,7,
42,8058,2m,1,
42,8218,+,6,
42,8851,3,1,
42,8851,2m,7,
42,10205,r,6,
42,12126,+,1,
43,83,r,7,
43,249,1,6,
43,961,2m,6,
43,2206,1,6,
43,2271,2b,6,
43,2315,2a,1,
43,2315,2m,4,
43,2315,1,7,
43,3067,2m,6,
43,3367,+,6,
43,4118,r,6,
43,4568,2m,6,
43,4584,r,6,
43,5137,+,6,
43,5717,1,6,
43,5730,+,6,
43,6477,1,6,
43,6696,2a,6,
43,7385,r,6,
43,8218,+,6,
43,8375,+,6,
43,8782,r,6,
43,8851,4,1,
43,8851,2b,7,
43,9408,r,7,
43,10563,2m,6,
43,11287,2m,1,
43,11287,2m,4,
43,11288,2m,4,
44,457,r,6,
44,705,2m,6,
44,1847,+,6,
44,2248,+,6,
44,3351,+,6,
44,3628,+,6,
44,4283,3,6,
44,4574,r,6,
44,4610,+,6,
44,4614,+,6,
44,5127,+,6,
44,5136,1,6,
44,5137,1,6,
44,5165,+,6,
44,6480,+,6,
44,6499,2m,6,
44,6674,+,6,
44,8218,+,6,
44,8375,1,6,
44,8851,4,1,
44,8851,2m,7,
44,9459,r,6,
44,10205,1,6,
44,11833,+,6,
44,12072,1,6,
47,83,r,7,
47,2206,2m,6,
47,4111,r,7,
47,4283,1,6,
47,4426,+,7,
47,4430,+,7,
47,4610,r,6,
47,4614,r,6,
47,5127,+,6,
47,5137,1,6,
47,5165,+,6,
47,5717,1,6,
47,8218,2a,6,
47,8653,r,7,
47,8851,5,1,
47,8851,2a,7,
47,9408,r,7,
47,12126,+,1,
81,106,+,6,
81,247,1,6,
81,446,1,6,
81,770,+,6,
81,1047,+,6,
81,2235,2m,6,
81,2274,+,6,
81,2315,r,7,
81,4122,+,6,
81,4283,2b,6,
81,4544,r,6,
81,4552,r,6,
81,4589,+,6,
81,4611,+,6,
81,4614,r,6,
81,5137,+,6,
81,5148,1,6,
81,5353,+,6,
81,5629,+,6,
81,6472,r,6,
81,6499,2m,6,
81,6693,+,6,
81,6992,+,6,
81,6999,1,6,
81,8218,1,6,
81,8388,r,6,
81,8851,3,1,
81,8851,1,7,
81,9408,r,7,
81,9927,1,6,
81,10021,r,6,
81,10023,r,6,
81,10115,1,6,
81,11273,1,6,
81,11480,1,6,
81,11783,1,6,
81,11825,+,6,
81,11833,r,6,
82,84,r,7,
82,106,r,6,
82,435,r,6,
82,705,1,6,
82,2013,+,6,
82,2123,r,6,
82,2235,2m,6,
82,2315,+,7,
82,2954,r,6,
82,3367,2m,6,
82,3972,r,6,
82,4122,+,6,
82,4227,r,6,
82,4283,2m,6,
82,4430,r,7,
82,4552,r,6,
82,4575,r,6,
82,4614,r,6,
82,5137,1,6,
82,5165,1,6,
82,5168,1,6,
82,5680,r,6,
82,6279,1,4,
82,6279,1,7,
82,6472,r,6,
82,6999,+,6,
82,8218,2m,6,
82,8374,r,6,
82,8653,r,7,
82,8851,4,1,
82,8851,2m,7,
82,9408,r,7,
82,10021,+,6,
82,10205,2m,6,
82,10350,1,1,
82,10350,r,7,
82,10563,1,6,
82,10707,1,6,
82,11477,+,6,
82,11783,+,6,
82,11821,+,6,
82,12072,1,6,
83,83,+,7,
83,84,1,7,
83,1775,1,6,
83,2315,2b,1,
83,2315,+,7,
83,3067,2a,6,
83,3282,+,6,
83,4220,+,7,
83,5165,r,6,
83,5432,r,6,
83,6477,3,6,
83,8218,+,6,
83,8851,4,1,
83,8851,1,7,
83,10350,r,7,
83,10563,2m,6,
83,11735,1,6,
86,80,r,7,
86,83,r,7,
86,247,+,6,
86,435,r,6,
86,961,+,6,
86,1451,1,6,
86,1775,1,6,
86,1778,r,6,
86,2197,1,6,
86,2262,1,6,
86,2315,+,7,
86,2639,r,6,
86,2692,r,6,
86,2717,r,6,
86,3282,+,6,
86,3367,2m,6,
86,4122,+,6,
86,4227,+,6,
86,4419,1,6,
86,4535,1,6,
86,4568,1,6,
86,5137,+,6,
86,5353,+,6,
86,5432,+,6,
86,6472,r,6,
86,6696,2m,6,
86,6887,+,6,
86,6941,r,6,
86,8218,3,6,
86,8374,+,6,
86,8851,5,1,
86,8851,1,4,
86,8851,2m,7,
86,9985,r,6,
86,10107,+,6,
86,10350,r,7,
86,10681,+,6,
86,11287,2m,4,
86,11833,+,6,
86,12109,1,6,
87,80,+,7,
87,84,r,7,
87,435,2m,6,
87,2013,+,6,
87,2018,r,6,
87,2197,r,6,
87,2206,r,6,
87,2315,1,1,
87,2315,+,7,
87,2639,r,6,
87,2954,+,6,
87,3092,2m,4,
87,3092,+,7,
87,3154,2m,4,
87,3282,1,6,
87,3367,2m,6,
87,3962,r,6,
87,4111,1,7,
87,4122,+,6,
87,4123,r,6,
87,4227,+,6,
87,4419,r,6,
87,4677,+,6,
87,5137,+,6,
87,5353,r,6,
87,5432,+,6,
87,5680,2m,6,
87,5717,+,6,
87,6279,1,7,
87,6477,+,6,
87,6499,1,6,
87,6696,2a,6,
87,6999,1,6,
87,8218,2b,6,
87,8375,+,6,
87,8599,r,6,
87,8782,+,6,
87,8851,4,1,
87,8851,+,7,
87,10021,+,6,
87,10205,+,6,
87,10350,r,7,
87,10707,r,6,
87,11287,1,1,
87,11287,+,7,
87,11822,+,6,
87,11833,r,6,
87,12053,r,6,
89,84,r,7,
89,435,+,6,
89,705,+,6,
89,2197,1,6,
89,2235,2m,6,
89,2274,+,6,
89,2315,1,1,
89,2315,r,7,
89,2639,r,6,
89,3169,1,4,
89,3169,r,7,
89,4227,1,6,
89,4283,+,6,
89,4535,2m,6,
89,4538,1,6,
89,4552,1,6,
89,5432,1,6,
89,6472,+,6,
89,8218,2m,6,
89,8653,+,7,
89,8669,r,7,
89,8851,4,1,
89,8851,1,7,
89,9201,r,6,
89,9408,+,7,
98,1096,r,6,
98,2013,r,6,
98,2206,2m,6,
98,2248,2a,6,
98,2250,+,6,
98,2315,r,7,
98,3067,1,6,
98,3628,+,6,
98,4283,+,6,
98,4419,r,6,
98,4552,r,6,
98,4568,r,6,
98,4574,+,6,
98,4614,r,6,
98,5127,+,6,
98,5137,+,6,
98,5165,1,6,
98,5432,+,6,
98,5717,1,6,
98,5730,+,6,
98,6477,1,6,
98,6710,r,6,
98,8218,2a,6,
98,8653,r,7,
98,8851,4,1,
98,8851,1,4,
98,8851,2a,7,
98,9408,+,7,
98,9985,r,6,
98,10115,r,6,
98,10707,+,6,
98,11287,r,7,
98,12056,r,6,
98,12109,+,6,
98,12126,+,1,
99,2248,2m,6,
99,2271,3,6,
99,2315,1,7,
99,3067,3,6,
99,3169,r,7,
99,4283,+,6,
99,4552,+,6,
99,4568,1,6,
99,4614,+,6,
99,5127,1,6,
99,5137,1,6,
99,5432,+,6,
99,5717,1,6,
99,5730,1,6,
99,6477,1,6,
99,6667,1,6,
99,6696,1,6,
99,8201,+,6,
99,8218,2m,6,
99,8669,r,7,
99,8851,4,1,
99,8851,2a,7,
99,9408,+,7,
99,10350,r,7,
99,11287,1,4,
99,11477,r,6,
99,12126,r,1,
100,83,r,7,
100,457,1,6,
100,705,1,6,
100,1775,r,6,
100,3628,+,6,
100,4283,2m,6,
100,4552,r,6,
100,4614,+,6,
100,5127,+,6,
100,5137,+,6,
100,5165,1,6,
100,6477,1,6,
100,6696,1,6,
100,8218,1,6,
100,8375,2m,6,
100,8851,4,1,
100,10003,r,6,
100,10021,+,6,
100,10115,+,6,
100,12072,2m,6,
100,12126,+,1,
101,80,+,7,
101,84,+,7,
101,193,3,6,
101,249,+,6,
101,435,r,6,
101,478,3,1,
101,647,+,6,
101,961,2b,6,
101,1451,+,6,
101,1506,+,6,
101,2018,1,6,
101,3123,1,4,
101,3993,+,6,
101,4109,+,7,
101,4419,+,6,
101,4430,3,1,
101,4430,+,4,
101,4430,+,7,
101,4532,+,6,
101,4552,r,6,
101,4568,+,6,
101,4688,2m,6,
101,5000,r,6,
101,5432,1,6,
101,6526,r,6,
101,6545,+,6,
101,6696,r,6,
101,6743,r,6,
101,6818,r,6,
101,8375,r,6,
101,8430,1,1,
101,8430,+,4,
101,8782,2m,6,
101,8916,+,6,
101,9049,r,7,
101,10563,1,6,
101,11287,+,4,
101,11644,+,6,
101,11822,+,6,
101,12024,r,7,
101,12059,+,6,
101,12101,+,6,
102,80,r,1,
102,80,+,7,
102,83,+,7,
102,84,r,7,
102,193,+,6,
102,435,+,6,
102,647,+,6,
102,961,2m,6,
102,1451,+,6,
102,2013,r,6,
102,2018,+,6,
102,2032,+,6,
102,2206,1,6,
102,2271,2b,6,
102,2315,4,1,
102,2315,1,4,
102,2315,1,7,
102,2954,+,6,
102,3067,+,6,
102,3123,+,7,
102,3157,r,7,
102,3282,+,6,
102,3367,+,6,
102,4109,r,7,
102,4123,+,6,
102,4419,+,6,
102,4532,1,6,
102,4552,+,6,
102,4568,+,6,
102,4677,+,6,
102,4688,+,6,
102,4991,2m,6,
102,5137,r,6,
102,5432,+,6,
102,5680,+,6,
102,5730,+,6,
102,6526,+,6,
102,6696,2b,6,
102,6887,+,6,
102,6941,+,6,
102,8218,1,6,
102,8782,1,6,
102,8851,2a,7,
102,8855,2b,1,
102,9201,r,7,
102,9408,r,7,
102,9693,r,7,
102,10563,+,6,
102,11287,+,7,
102,11602,r,7,
102,11822,+,6,
102,11833,r,6,
102,12059,r,6,
102,12097,+,6,
102,12109,+,6,
103,234,+,6,
103,478,4,1,
103,798,r,6,
103,1350,2a,6,
103,1390,2a,6,
103,1451,r,6,
103,1952,2a,6,
103,1968,r,6,
103,2168,1,6,
103,3169,r,7,
103,3473,+,6,
103,4109,r,7,
103,4552,r,6,
103,4558,+,6,
103,4688,r,6,
103,5432,+,6,
103,5470,1,6,
103,5652,r,6,
103,6520,1,6,
103,6529,2a,6,
103,6716,1,6,
103,6887,r,6,
103,7001,+,6,
103,7865,r,6,
103,8219,+,6,
103,8227,r,6,
103,8935,+,6,
103,8963,2a,6,
103,9199,r,7,
103,9408,r,7,
103,9559,r,6,
103,9693,r,7,
103,10267,1,6,
103,10304,r,6,
103,10327,r,6,
103,10679,r,6,
103,11644,1,6,
103,11816,+,6,
103,12270,1,6,
103,12276,r,6,
103,50019,+,6,
104,80,+,7,
104,84,1,4,
104,84,+,7,
104,193,r,6,
104,478,4,1,
104,478,2m,4,
104,478,r,7,
104,660,+,6,
104,1952,+,6,
104,1968,r,6,
104,2168,2m,6,
104,2809,+,6,
104,2944,r,6,
104,3993,1,6,
104,4109,+,4,
104,4109,+,7,
104,4430,+,4,
104,4430,+,7,
104,4544,r,6,
104,4552,r,6,
104,4677,r,6,
104,4688,r,6,
104,5432,1,6,
104,6520,r,6,
104,6529,+,6,
104,6718,+,6,
104,6941,r,6,
104,8653,r,7,
104,8782,+,6,
104,8935,r,6,
104,8963,+,6,
104,9199,+,4,
104,9199,+,7,
104,9408,r,7,
104,9437,+,6,
104,9693,r,7,
104,9922,4,6,
104,10267,1,6,
104,10337,r,7,
104,11644,+,6,
104,11816,r,6,
104,12024,r,7,
105,80,1,1,
105,80,r,7,
105,83,+,7,
105,84,3,1,
105,84,1,4,
105,84,+,7,
105,961,2b,6,
105,2315,3,1,
105,2639,2m,6,
105,3092,+,4,
105,3092,+,7,
105,3169,+,7,
105,4109,+,7,
105,4111,r,7,
105,4430,+,4,
105,4430,+,7,
105,4532,2a,6,
105,4552,r,6,
105,4677,r,6,
105,4688,+,6,
105,5432,2m,6,
105,5664,2a,6,
105,6386,1,4,
105,6887,r,6,
105,8374,2a,6,
105,8782,2a,6,
105,9693,+,4,
105,9693,1,7,
105,11602,+,4,
105,11602,+,7,
105,12097,+,6,
106,80,4,1,
106,80,+,4,
106,83,+,4,
106,188,r,6,
106,193,r,6,
106,435,r,6,
106,961,+,6,
106,2315,+,1,
106,3794,+,6,
106,4220,r,4,
106,4430,+,4,
106,4532,3,6,
106,4677,r,6,
106,5431,3,6,
106,5432,r,6,
106,6887,r,6,
106,7447,+,6,
106,8782,+,6,
106,8851,+,1,
106,9693,+,4,
106,10530,+,6,
106,10563,1,6,
106,10685,1,6,
106,11602,1,4,
106,11644,+,6,
107,80,+,7,
107,84,1,1,
107,84,+,7,
107,193,+,6,
107,249,+,6,
107,647,r,6,
107,961,+,6,
107,2315,4,1,
107,2315,+,7,
107,2791,+,6,
107,3282,r,6,
107,3794,r,6,
107,4123,+,6,
107,4271,r,6,
107,4420,r,6,
107,4532,2a,6,
107,4552,+,6,
107,4568,2b,6,
107,4584,r,6,
107,4677,+,6,
107,4688,r,6,
107,5431,r,6,
107,5432,r,6,
107,6696,2a,6,
107,7447,+,6,
107,7552,+,6,
107,8599,+,6,
107,8782,1,6,
107,10107,r,6,
107,10198,+,6,
107,10530,r,6,
107,10563,2b,6,
107,10685,1,6,
107,11287,2m,4,
107,11287,+,7,
107,11602,1,7,
107,11644,r,6,
107,12109,+,6,
107,12110,+,6,
108,80,r,7,
108,83,2a,1,
108,83,r,4,
108,83,+,7,
108,84,2a,1,
108,84,+,7,
108,167,+,6,
108,647,+,6,
108,961,1,6,
108,2248,r,6,
108,2315,3,1,
108,2315,r,7,
108,2791,+,6,
108,3282,r,6,
108,3346,r,6,
108,3453,r,6,
108,3794,3,6,
108,3956,+,6,
108,4220,+,7,
108,4532,1,6,
108,4552,+,6,
108,4677,1,6,
108,5431,+,6,
108,5432,+,6,
108,6477,+,6,
108,6693,r,6,
108,6696,+,6,
108,6887,r,6,
108,6941,+,6,
108,7447,+,6,
108,7552,+,6,
108,8218,2a,6,
108,8782,+,6,
108,9985,+,6,
108,10107,+,6,
108,10563,2a,6,
108,11288,+,4,
108,11288,r,7,
108,11602,r,4,
108,11602,+,7,
108,12101,r,6,
108,12109,+,6,
109,80,+,7,
109,84,+,7,
109,961,+,6,
109,1451,+,6,
109,2206,+,6,
109,2271,2a,6,
109,2315,3,1,
109,2315,r,7,
109,3282,+,6,
109,3346,+,6,
109,3794,1,6,
109,4430,1,7,
109,4532,2a,6,
109,4552,+,6,
109,4584,1,6,
109,4677,1,6,
109,4991,1,6,
109,5127,r,6,
109,5431,+,6,
109,5432,r,6,
109,6386,r,4,
109,6477,+,6,
109,6545,+,6,
109,6693,+,6,
109,6941,+,6,
109,8218,+,6,
109,8374,r,6,
109,8653,+,7,
109,8784,+,6,
109,8851,2b,1,
109,8851,r,7,
109,9693,+,7,
109,10337,+,7,
109,10563,1,6,
109,10685,+,6,
109,11287,+,7,
109,12109,+,6,
110,80,2a,1,
110,80,r,7,
110,193,4,6,
110,249,+,6,
110,435,+,6,
110,461,+,6,
110,478,3,1,
110,651,+,6,
110,722,+,6,
110,798,r,6,
110,802,r,6,
110,1390,r,6,
110,1451,+,6,
110,2123,r,6,
110,2636,2a,6,
110,2809,+,6,
110,3157,2a,4,
110,3367,r,6,
110,3867,+,6,
110,4271,r,6,
110,4532,+,6,
110,4552,+,6,
110,4688,+,6,
110,5270,+,6,
110,5431,2a,6,
110,5432,+,6,
110,5664,r,6,
110,6526,r,6,
110,6887,r,6,
110,7001,+,6,
110,7447,r,6,
110,8218,r,6,
110,8659,+,4,
110,8659,+,7,
110,8784,+,6,
110,8935,r,6,
110,8963,+,6,
110,9617,r,7,
110,9636,2a,1,
110,9693,+,4,
110,9693,r,7,
110,9985,+,6,
110,10267,+,6,
110,10530,+,6,
110,10563,+,6,
110,10679,+,6,
110,10685,+,6,
110,11644,2a,6,
111,80,r,7,
111,83,+,1,
111,83,r,7,
111,84,+,1,
111,84,+,7,
111,188,r,6,
111,193,3,6,
111,478,3,1,
111,961,2b,6,
111,2290,r,6,
111,2315,r,7,
111,2791,+,6,
111,3123,r,7,
111,3191,+,6,
111,4109,+,7,
111,4271,+,6,
111,4430,1,1,
111,4430,+,7,
111,4532,1,6,
111,4552,r,6,
111,4668,+,6,
111,4677,+,6,
111,4688,+,6,
111,4710,+,6,
111,5431,+,6,
111,5432,+,6,
111,6285,r,6,
111,6696,r,6,
111,6743,1,6,
111,7001,+,6,
111,7447,+,6,
111,7552,2a,6,
111,8590,+,6,
111,8782,+,6,
111,8851,r,1,
111,8945,+,6,
111,9201,+,7,
111,9693,+,7,
111,10530,2a,6,
111,11602,2a,1,
111,11602,+,7,
111,11644,+,6,
112,80,+,7,
112,83,+,7,
112,84,+,7,
112,249,+,6,
112,647,+,6,
112,961,+,6,
112,1451,r,6,
112,1506,r,6,
112,2018,+,6,
112,2206,2m,6,
112,2271,3,6,
112,2315,4,1,
112,2315,+,4,
112,2315,+,7,
112,3067,+,6,
112,3169,+,7,
112,4109,r,7,
112,4111,+,7,
112,4123,+,6,
112,4220,+,7,
112,4419,+,6,
112,4430,+,7,
112,4584,+,6,
112,4991,2a,6,
112,5137,+,6,
112,5165,+,6,
112,5611,2m,6,
112,5717,+,6,
112,5730,+,6,
112,6674,r,6,
112,6693,+,6,
112,6710,+,6,
112,8019,1,6,
112,8039,+,6,
112,8218,+,6,
112,8374,+,6,
112,8599,r,6,
112,8653,+,7,
112,8669,r,7,
112,8782,1,6,
112,8851,1,1,
112,8851,+,7,
112,8945,+,6,
112,9408,r,7,
112,10563,+,6,
112,10707,r,6,
112,11287,1,1,
112,11287,+,4,
112,11287,r,7,
112,12101,+,6,
112,12109,+,6,
112,12276,+,6,
113,84,2a,4,
113,84,+,7,
113,193,2m,6,
113,249,1,6,
113,478,4,1,
113,478,+,7,
113,647,r,6,
113,961,+,6,
113,1451,r,6,
113,1952,+,6,
113,2118,+,6,
113,2123,r,6,
113,2279,1,6,
113,2290,1,6,
113,2315,+,7,
113,2809,+,6,
113,3093,+,4,
113,3169,r,7,
113,3191,2a,6,
113,4109,+,4,
113,4109,+,7,
113,4341,r,6,
113,4419,r,6,
113,4430,+,7,
113,4532,1,6,
113,4552,r,6,
113,4568,2a,6,
113,4668,r,6,
113,4677,r,6,
113,4688,+,6,
113,4710,1,6,
113,5432,+,6,
113,6526,+,6,
113,7447,+,6,
113,8374,r,6,
113,8663,2a,1,
113,8663,2a,4,
113,8663,1,7,
113,8782,+,6,
113,8945,+,6,
113,8963,+,6,
113,9201,r,7,
113,9437,r,6,
113,9559,r,6,
113,9573,+,6,
113,9663,+,1,
113,9693,2a,4,
113,9693,+,7,
113,9987,+,6,
113,10267,1,6,
113,10530,2a,6,
113,11287,+,1,
113,11644,+,6,
113,11816,+,6,
113,12024,+,7,
113,12109,r,6,
113,12270,2b,6,
114,80,r,7,
114,83,2a,1,
114,83,r,7,
114,84,2a,1,
114,167,+,6,
114,961,+,6,
114,1048,r,6,
114,3123,2b,4,
114,3346,+,6,
114,3794,2a,6,
114,4109,+,7,
114,4430,+,7,
114,4532,2b,6,
114,5431,+,6,
114,5432,r,6,
114,6285,r,6,
114,8388,r,6,
114,8782,+,6,
114,9201,2m,7,
114,9693,+,4,
114,9693,r,7,
114,10533,2b,4,
114,11287,+,1,
114,11288,2a,1,
114,11602,3,1,
114,11602,+,4,
114,11644,2a,6,
115,80,1,1,
115,80,r,4,
115,84,3,1,
115,84,1,4,
115,167,+,6,
115,193,1,6,
115,435,r,6,
115,961,+,6,
115,3794,1,6,
115,3972,r,6,
115,4532,2m,6,
115,4568,2a,6,
115,4677,2a,6,
115,4688,+,6,
115,4710,r,6,
115,5431,2a,6,
115,5432,2a,6,
115,5664,2a,6,
115,6941,+,6,
115,7447,+,6,
115,8218,r,6,
115,8388,1,6,
115,8782,1,6,
115,9693,2a,4,
115,10563,+,6,
115,10685,+,6,
115,11288,2a,1,
115,11288,+,4,
115,11288,+,7,
115,11602,2a,4,
115,11602,+,7,
115,11644,2m,6,
115,12101,+,6,
116,83,2b,1,
116,83,1,4,
116,83,r,7,
116,84,2b,1,
116,84,1,4,
116,84,r,7,
116,193,1,6,
116,249,r,6,
116,961,+,6,
116,1128,1,6,
116,2315,+,1,
116,3794,1,6,
116,4532,2b,6,
116,4677,+,6,
116,5431,+,6,
116,5432,1,6,
116,5664,2m,6,
116,7001,r,6,
116,7447,+,6,
116,8218,r,6,
116,8388,+,6,
116,8782,+,6,
116,9693,1,4,
116,9693,+,7,
116,11287,3,1,
116,11288,+,4,
116,11602,1,1,
116,11602,r,4,
116,11644,+,6,
117,80,+,7,
117,83,+,7,
117,167,r,6,
117,1506,+,6,
117,1775,+,6,
117,2013,r,6,
117,2018,+,6,
117,2123,+,6,
117,2206,+,6,
117,2250,r,6,
117,2315,1,7,
117,3346,r,6,
117,3453,1,6,
117,3794,2m,6,
117,4419,+,6,
117,4430,+,7,
117,4532,1,6,
117,4568,2a,6,
117,4584,+,6,
117,4677,+,6,
117,4922,+,6,
117,4991,+,6,
117,5137,+,6,
117,5432,1,6,
117,5611,r,6,
117,5730,+,6,
117,6386,+,7,
117,6477,2m,6,
117,6693,2m,6,
117,6743,2a,6,
117,6887,+,6,
117,6999,r,6,
117,8218,+,6,
117,8851,3,1,
117,8851,1,7,
117,10563,+,6,
117,11287,3,1,
117,11287,2a,4,
117,11287,+,7,
117,11644,+,6,
117,12109,+,6,
118,80,1,1,
118,83,2b,1,
118,83,1,7,
118,84,+,7,
118,2315,2b,1,
118,2315,+,7,
118,3453,2m,6,
118,3794,2a,6,
118,4568,2m,6,
118,5431,r,6,
118,5432,2m,6,
118,6696,2m,6,
118,8218,1,6,
118,8388,+,6,
118,8851,+,1,
118,8851,+,7,
118,9201,+,7,
118,11287,2a,1,
118,11287,2m,4,
119,80,1,1,
119,80,+,7,
119,83,+,1,
119,83,+,7,
119,84,r,7,
119,647,+,6,
119,786,+,6,
119,1048,+,6,
119,1451,2m,6,
119,1506,r,6,
119,1748,+,6,
119,1775,+,6,
119,2013,+,6,
119,2018,+,6,
119,2022,r,6,
119,2032,r,6,
119,2206,1,6,
119,2246,1,6,
119,2250,+,6,
119,2315,3,1,
119,2315,+,4,
119,2315,r,7,
119,2456,r,6,
119,2954,r,6,
119,3067,2a,6,
119,3092,1,4,
119,3123,+,4,
119,3123,r,7,
119,3169,r,7,
119,3367,+,6,
119,3428,r,6,
119,3628,+,6,
119,4111,1,4,
119,4111,+,7,
119,4122,+,6,
119,4123,r,6,
119,4220,+,7,
119,4420,+,6,
119,4430,+,7,
119,4548,+,6,
119,4584,r,6,
119,4614,r,6,
119,4710,+,6,
119,4991,1,6,
119,5137,+,6,
119,5148,+,6,
119,5165,r,6,
119,5352,r,6,
119,5717,r,6,
119,5730,+,6,
119,6279,+,7,
119,6285,+,6,
119,6386,+,7,
119,6673,+,6,
119,6693,1,6,
119,6710,r,6,
119,6743,+,6,
119,6999,r,6,
119,7073,r,6,
119,7806,r,6,
119,8039,+,6,
119,8218,1,6,
119,8222,+,6,
119,8375,+,6,
119,8388,2m,6,
119,8599,1,6,
119,8779,+,6,
119,8851,+,7,
119,8928,+,6,
119,9049,+,6,
119,9408,r,7,
119,10005,r,6,
119,10021,+,6,
119,10205,+,6,
119,10337,r,7,
119,10350,2m,1,
119,10350,+,6,
119,10563,+,6,
119,10707,+,6,
119,10973,r,6,
119,11102,+,6,
119,11287,2b,1,
119,11287,1,4,
119,11854,1,6,
119,12053,r,6,
119,12072,+,6,
119,12097,+,6,
119,12101,+,6,
120,80,2m,1,
120,83,r,7,
120,84,+,7,
120,193,1,6,
120,249,r,6,
120,647,+,6,
120,961,2a,6,
120,1451,+,6,
120,1506,r,6,
120,2018,+,6,
120,2206,r,6,
120,2271,3,6,
120,2290,+,6,
120,2315,3,1,
120,2315,+,7,
120,2634,r,6,
120,3067,+,6,
120,3867,+,6,
